frame1 #0,1245561#0,9225573#3,363214#0,1642633#0,7307375#3,415939# 0,2978267#0,150588#3,23981#0,146748#0,5218359#3,216134#0,3296748#0,2177349#3,27616#0,09311396#0,5045373#3,239868#0,4252191#0,4191755#3,398047#-0,0677882#0,4526413#3,323907#0,2969695#0,6126935#3,346591#-0,01016872#0,6037068#3,443365#0,1539786#0,3909757#3,428739#0,1367618#0,3290207#3,386881#0,2010716#0,2609828#3,365255#0,06285945#0,2569388#3,393894#0,1674836#-0,2514692#3,126637#0,07388658#-0,2405871#3,552378#0,1869148#-0,5893643#3,071711#0,1150025#-0,4913854#3,222974#0,1508843#-0,6565852#3,038306#0,1086033#-0,5932068#3,17521#1  
frame12 #0,125009#0,9278904#3,372556#0,1675891#0,7334235#3,4163# 0,2811222#0,1587997#3,2272#0,1572262#0,519107#3,213664#0,3168561#0,2241797#3,268285#0,1011658#0,5033064#3,237383#0,4240576#0,4203195#3,404528#-0,06701547#0,4559049#3,321526#0,293088#0,6163673#3,350472#-0,006237564#0,6125288#3,456085#0,1555178#0,388196#3,42954#0,1374658#0,3242087#3,391465#0,2000039#0,2574261#3,371614#0,06510457#0,2539969#3,399061#0,1673318#-0,2568147#3,131608#0,07325663#-0,2435613#3,5567#0,182036#-0,6059235#3,07006#0,1264561#-0,4885597#3,229602#0,1462415#-0,6698139#3,035258#0,09947639#-0,5294054#3,155331#1  
frame13 #0,1244536#0,9293762#3,372914#0,1675524#0,7340357#3,416482# 0,3113199#0,1664762#3,244752#0,1566243#0,5164311#3,211141#0,3151983#0,2234944#3,270145#0,1006138#0,50178#3,235806#0,4240005#0,4201806#3,404436#-0,06741777#0,4578268#3,322778#0,2936864#0,6167835#3,35066#-0,006741244#0,6136097#3,455754#0,1553831#0,3882523#3,429402#0,1374784#0,3242347#3,391379#0,200402#0,2580006#3,37143#0,06481598#0,2533581#3,398823#0,1664807#-0,2543272#3,13154#0,07290319#-0,2427431#3,55717#0,1842061#-0,600386#3,074667#0,1243659#-0,4868639#3,229186#0,1481545#-0,6659596#3,036548#0,1164022#-0,5788406#3,183139#1  
frame14 #0,1219059#0,9286683#3,370935#0,1666112#0,7342996#3,416725# 0,2989987#0,1825927#3,248031#0,1540127#0,5189651#3,207829#0,3248961#0,2485975#3,294198#0,09867845#0,5037896#3,233688#0,4225917#0,4223948#3,404375#-0,06732428#0,458263#3,324242#0,2934288#0,6171172#3,350518#-0,007912093#0,6146071#3,455514#0,154624#0,3904466#3,429188#0,1368616#0,3272921#3,390968#0,199464#0,2611099#3,369148#0,06462633#0,2549503#3,399309#0,1659874#-0,2546577#3,131293#0,07192282#-0,2451596#3,558845#0,1836087#-0,6009688#3,074336#0,1237935#-0,4875049#3,22982#0,1479986#-0,6663358#3,035865#0,09717074#-0,5282899#3,155483#1  
frame15 #0,1190736#0,928176#3,371624#0,1663756#0,7345458#3,416921# 0,2881399#0,1731026#3,240225#0,1519233#0,5172865#3,203441#0,3154281#0,2385825#3,28646#0,09714551#0,502797#3,230895#0,4157352#0,4122901#3,400501#-0,06718795#0,4593286#3,326245#0,2928359#0,6168441#3,350395#-0,008516804#0,6155114#3,456116#0,1545095#0,3905454#3,429231#0,1367089#0,3273569#3,391033#0,1990366#0,2614754#3,369497#0,0645295#0,2549952#3,39925#0,1656041#-0,2546051#3,131337#0,07134532#-0,2451738#3,558936#0,183087#-0,6012624#3,074151#0,1236448#-0,4874077#3,229975#0,1487533#-0,6661378#3,033718#0,09704728#-0,5279467#3,156124#1  
frame16 #0,1118191#0,9263399#3,37276#0,165139#0,7372692#3,416501# 0,2773882#0,1661657#3,221199#0,143554#0,5108127#3,193969#0,3044217#0,2327382#3,267729#0,09043317#0,4974692#3,225194#0,4143059#0,4119814#3,399047#-0,06892922#0,4574387#3,331854#0,2902925#0,6179236#3,347612#-0,01105665#0,6193945#3,462656#0,1549846#0,3912818#3,428599#0,1363542#0,3277686#3,390814#0,1985145#0,262231#3,369195#0,06433676#0,2553171#3,399117#0,165646#-0,2560564#3,131848#0,07142889#-0,2455084#3,559359#0,1833586#-0,6020222#3,073361#0,1237501#-0,4879314#3,22967#0,1489565#-0,6660646#3,034387#0,09540322#-0,5280857#3,157238#1  
frame17 #0,1109764#0,9252607#3,376565#0,16341#0,740212#3,415028# 0,2990426#0,2088828#3,236209#0,112972#0,5021299#3,189365#0,3261685#0,2755869#3,283315#0,06594612#0,4914697#3,22999#0,4134526#0,4135774#3,391738#-0,07513151#0,459489#3,364793#0,2824395#0,6208041#3,34461#-0,01198508#0,6216118#3,466204#0,1538554#0,397565#3,429179#0,1343475#0,3344199#3,392835#0,1965772#0,2702286#3,367414#0,06157972#0,264281#3,409187#0,165211#-0,2561709#3,132544#0,06536717#-0,2500451#3,582072#0,1833332#-0,6020562#3,0732#0,1177536#-0,4896508#3,250511#0,1488683#-0,6663818#3,033247#0,08774991#-0,5293653#3,179795#1  
frame18 #0,1038429#0,9176741#3,390344#0,1633#0,7405046#3,417228# 0,2933552#0,2564764#3,234759#0,1071537#0,5077825#3,197717#0,3280075#0,27483#3,285141#0,06075451#0,4948837#3,238392#0,4133019#0,4180357#3,387482#-0,07844318#0,4561873#3,373425#0,2754865#0,6214504#3,341654#-0,01199184#0,6194796#3,467393#0,1561151#0,3905776#3,432719#0,1368788#0,3234115#3,397877#0,1950705#0,2623166#3,37622#0,07086138#0,2525804#3,409545#0,1652669#-0,2568485#3,135864#0,05449033#-0,2581014#3,619054#0,1837621#-0,6017376#3,073442#0,1060324#-0,4987522#3,288358#0,1478447#-0,6676563#3,034304#0,0747996#-0,5381972#3,219072#1  
frame19 #0,09685951#0,9229847#3,393523#0,1596129#0,7440215#3,422612# 0,2948932#0,2561918#3,23601#0,1131807#0,5069932#3,211929#0,3264762#0,2781905#3,287127#0,06485557#0,4943847#3,250366#0,4135392#0,421522#3,387445#-0,08011968#0,4565595#3,378695#0,2711805#0,622158#3,342945#-0,01447275#0,6148962#3,484034#0,1575502#0,390006#3,434246#0,1370734#0,3228229#3,400002#0,1953111#0,2621508#3,376344#0,07147145#0,2505613#3,416298#0,1673248#-0,2566188#3,145018#0,04375888#-0,2788105#3,648236#0,1822627#-0,603503#3,071358#0,09559943#-0,5187693#3,316626#0,1481569#-0,6685889#3,032281#0,06070008#-0,5583589#3,248518#1  
frame20 #0,08515352#0,9175736#3,4211#0,1519392#0,7441586#3,441693# 0,2871089#0,2057905#3,262839#0,1374453#0,5118446#3,258773#0,3270091#0,2789573#3,288484#0,08270769#0,4992464#3,287592#0,4152731#0,4248886#3,383921#-0,08150512#0,461452#3,38713#0,2651348#0,6229903#3,347384#-0,01161694#0,6170712#3,51984#0,160061#0,3869302#3,443262#0,1368134#0,3204272#3,408308#0,1939716#0,259486#3,380764#0,07434064#0,2499493#3,424805#0,1702435#-0,2553848#3,153167#0,03972684#-0,2775367#3,654215#0,1822451#-0,6027431#3,073257#0,0915525#-0,5181457#3,322042#0,1482048#-0,669495#3,025898#0,04951706#-0,5576859#3,25728#1  
frame21 #0,08251166#0,9186254#3,429309#0,147328#0,7438024#3,460543# 0,2855868#0,2031583#3,267337#0,1393177#0,5178747#3,303247#0,324674#0,276154#3,29634#0,08175036#0,5036325#3,325254#0,414383#0,4258845#3,383922#-0,09095158#0,4609059#3,404403#0,2586364#0,6236839#3,359367#-0,008557484#0,6160827#3,537143#0,1587861#0,3865798#3,464684#0,1349963#0,3198598#3,429687#0,1903193#0,2561293#3,393067#0,0771189#0,2519827#3,454781#0,1730537#-0,2582198#3,163915#0,03470601#-0,2761965#3,661881#0,1871636#-0,6000113#3,076673#0,08659492#-0,5173318#3,329145#0,147916#-0,6695004#3,026045#0,04296193#-0,5566055#3,266294#1  
frame22 #0,07555962#0,9169903#3,44636#0,1473285#0,7436099#3,474578# 0,2863885#0,1606193#3,266634#0,1300951#0,5835131#3,362522#0,28095#0,218846#3,295322#0,07470027#0,5549042#3,373764#0,4117131#0,4270424#3,383815#-0,0914842#0,4690773#3,420665#0,2530085#0,6257252#3,37152#-0,005152106#0,615566#3,551207#0,1611812#0,3899609#3,477959#0,1367211#0,3240765#3,443165#0,189993#0,2563746#3,39635#0,08210873#0,2535543#3,478142#0,1802424#-0,2607579#3,190402#0,03230307#-0,2797909#3,66851#0,1868854#-0,600179#3,076651#0,08436225#-0,5218309#3,334676#0,1473868#-0,6694384#3,025503#0,03945396#-0,5609528#3,273008#1  
frame23 #0,06985309#0,8890992#3,491644#0,1426647#0,6879395#3,505527# 0,2562402#0,1825022#3,247093#0,01587972#0,6475158#3,551743#0,2790149#0,2175673#3,297197#-0,01294865#0,6012348#3,51917#0,4100027#0,426009#3,386863#-0,09943376#0,4623919#3,434627#0,2459557#0,623453#3,389044#-0,001746303#0,6167725#3,580363#0,1578418#0,3765015#3,506106#0,1313286#0,3179829#3,471503#0,1779086#0,2485263#3,431309#0,07977179#0,2489206#3,498062#0,1850749#-0,2619128#3,21276#0,03457579#-0,2858213#3,682077#0,1829524#-0,6007484#3,072113#0,08661897#-0,5277759#3,348407#0,1508526#-0,6635199#3,023219#0,03804509#-0,5669427#3,288399#1  
frame24 #0,06554815#0,9216877#3,516996#0,1404779#0,7585406#3,530972# 0,2573934#0,1786564#3,267498#0,05129489#0,651073#3,424394#0,2750756#0,2230283#3,312448#0,01111192#0,6035262#3,437976#0,4079261#0,4335406#3,395799#-0,109437#0,460886#3,491951#0,2398942#0,6261394#3,404952#0,005856034#0,6267007#3,636107#0,1613382#0,3796619#3,525644#0,1307064#0,312171#3,496011#0,1780261#0,2516256#3,442156#0,07962815#0,2253814#3,546321#0,1837997#-0,2606028#3,232096#0,03633756#-0,2878228#3,688901#0,1778248#-0,6025289#3,066273#0,08847231#-0,530204#3,354588#0,121932#-0,642103#3,01225#0,03257957#-0,5697781#3,300565#1  
frame25 #0,06657067#0,9150287#3,52567#0,1382892#0,7042276#3,542447# 0,2703049#0,2073815#3,287647#0,0886068#0,5886241#3,375164#0,2808819#0,2345423#3,346117#0,0429479#0,5619168#3,410791#0,4120479#0,4516314#3,411044#-0,09402882#0,4817949#3,530904#0,2365657#0,625675#3,419026#0,01186184#0,639722#3,658212#0,1633363#0,3781039#3,545519#0,132322#0,3142468#3,51802#0,1778845#0,2566375#3,46803#0,08324848#0,2285362#3,559052#0,1817838#-0,2615955#3,25375#0,04032066#-0,2899632#3,697575#0,1757931#-0,6021001#3,064856#0,09253225#-0,5327015#3,362804#0,1176161#-0,6421896#3,012418#0,03435533#-0,572791#3,310367#1  
frame26 #0,06439374#0,9335063#3,560656#0,1453296#0,767231#3,564012# 0,2701666#0,2279777#3,359965#0,06935205#0,6784195#3,46723#0,3064724#0,3072035#3,38032#0,02980031#0,6329216#3,488785#0,4129167#0,4615346#3,435324#-0,08885488#0,496428#3,56671#0,2265069#0,6314772#3,444636#0,02117242#0,7076477#3,688125#0,1649667#0,3970341#3,568961#0,1320697#0,3276978#3,539973#0,1755288#0,2634698#3,490878#0,08530583#0,2655694#3,586284#0,1754539#-0,2553826#3,276864#0,04034609#-0,2982206#3,712934#0,1761584#-0,5899042#3,088952#0,09408046#-0,5480373#3,369111#0,1155925#-0,6300934#3,038522#0,03351457#-0,5882265#3,318681#1  
frame27 #0,06217039#0,9379675#3,565508#0,1440347#0,7703596#3,568047# 0,2659416#0,2329921#3,370646#0,07502791#0,639489#3,42708#0,3099713#0,3104805#3,382155#0,03385487#0,6063147#3,463457#0,4107102#0,4677101#3,442375#-0,08966425#0,5067919#3,585886#0,2320529#0,6356854#3,47237#0,0198775#0,7107762#3,69216#0,1634865#0,4008418#3,580909#0,1327204#0,3305889#3,552207#0,1777429#0,2673039#3,513458#0,08536953#0,2657855#3,588734#0,1667732#-0,259491#3,29282#0,03952099#-0,3009758#3,725958#0,188711#-0,5900828#3,13231#0,09335434#-0,5512516#3,381474#0,1571775#-0,655733#3,071066#0,03565016#-0,5924267#3,326528#1  
frame28 #0,06193926#0,9489626#3,585306#0,1443639#0,7846175#3,587116# 0,2685658#0,2344427#3,38371#0,09317971#0,6517979#3,463554#0,311223#0,3118589#3,400277#0,04800616#0,6169024#3,492862#0,4086257#0,4651258#3,477467#-0,08751447#0,5122157#3,594119#0,2314972#0,6450784#3,490511#0,02047709#0,6579664#3,696893#0,164423#0,4012823#3,594341#0,1346425#0,3290092#3,564994#0,1788965#0,267333#3,518373#0,08771811#0,2597632#3,605462#0,1491651#-0,2532368#3,316072#0,03450315#-0,3255303#3,739679#0,2044428#-0,5932294#3,188999#0,08826547#-0,5754772#3,395556#0,166797#-0,6651864#3,13438#0,03160676#-0,61645#3,339832#1  
frame29 #0,05674914#0,9416113#3,601556#0,1398943#0,7461169#3,612204# 0,2604312#0,241682#3,403082#0,0817448#0,601882#3,481615#0,3061271#0,3120585#3,435106#0,03157213#0,5755872#3,511342#0,4117308#0,4680285#3,485229#-0,1189459#0,4967024#3,613862#0,2306851#0,6488642#3,5035#0,01568087#0,6114871#3,714421#0,167294#0,3980516#3,600885#0,137531#0,3291789#3,570409#0,1815993#0,2676364#3,519349#0,09180125#0,2545368#3,61328#0,128605#-0,2547712#3,334555#0,03532006#-0,3270448#3,740096#0,2165693#-0,5868378#3,239462#0,1357532#-0,6453171#3,722287#0,174486#-0,6573933#3,200174#0,1390585#-0,6455957#3,619347#1  
frame30 #0,04904238#0,9476572#3,619136#0,1377772#0,7481444#3,61424# 0,266698#0,2514149#3,406482#0,07913949#0,6030483#3,485468#0,3111885#0,3218568#3,439389#0,0290693#0,576995#3,515203#0,4226005#0,4935268#3,499825#-0,1211413#0,498835#3,617748#0,2252547#0,6609136#3,516764#0,01356261#0,6139784#3,716229#0,1679312#0,4003988#3,61171#0,1395761#0,3323815#3,580736#0,1853843#0,2714929#3,527394#0,09394562#0,2552454#3,621852#0,1073342#-0,2588357#3,370524#0,03491062#-0,3235434#3,749716#0,2321796#-0,593226#3,304157#0,1388971#-0,6437743#3,721156#0,1884061#-0,6467305#3,272128#0,1391254#-0,7126863#3,688663#1  
frame31 #0,05321325#0,9472358#3,631517#0,1414318#0,7540374#3,623146# 0,2681011#0,260523#3,428742#0,08342901#0,6201131#3,491212#0,307912#0,3301716#3,468065#0,03231377#0,5945736#3,519141#0,4200487#0,4962382#3,50337#-0,1210319#0,5179552#3,616271#0,2253114#0,665591#3,523572#0,01730766#0,6203841#3,724779#0,171317#0,4010855#3,622392#0,1419992#0,3330716#3,590538#0,1876305#0,2742749#3,537428#0,09631681#0,2561912#3,630548#0,08419745#-0,2413994#3,407696#0,03694265#-0,3181923#3,762079#0,2370776#-0,5751165#3,372168#0,1430761#-0,6312138#3,705447#0,1991092#-0,6428401#3,324697#0,1335196#-0,7048537#3,690823#1  
frame32 #0,05332869#0,9580668#3,648305#0,1393431#0,772848#3,634241# 0,2662262#0,2568108#3,440849#0,07623001#0,6314183#3,497895#0,3075936#0,3305607#3,469#0,02647778#0,6067578#3,52855#0,4146948#0,5135128#3,513363#-0,1227789#0,532776#3,633858#0,2226093#0,675985#3,532713#0,01526177#0,639704#3,735678#0,1743452#0,4094727#3,624988#0,1457851#0,3412932#3,592104#0,1942378#0,2893859#3,541315#0,1014003#0,2678928#3,628799#0,07382416#-0,2499997#3,434214#0,1795443#-0,1995896#3,600773#0,2403933#-0,575381#3,412045#0,2861552#-0,5104831#3,524019#0,1783645#-0,645718#3,39159#0,2700935#-0,582351#3,507959#1  
frame33 #0,04874467#0,9917195#3,666024#0,1320916#0,8332585#3,651909# 0,271355#0,278585#3,456075#0,09055971#0,6675218#3,49703#0,3145069#0,3532858#3,479118#0,04348913#0,6419401#3,530758#0,4108646#0,5148262#3,518695#-0,09772259#0,5651951#3,645283#0,2220733#0,6851085#3,541743#0,008055657#0,700152#3,753121#0,1685137#0,4513523#3,656168#0,1408737#0,3767598#3,623948#0,1932133#0,3055839#3,567829#0,0910111#0,318347#3,663025#0,05812526#-0,2252511#3,479608#0,2035741#-0,2261172#3,748729#0,2402161#-0,5651791#3,461589#0,1367099#-0,5910172#3,688629#0,1882381#-0,6210987#3,429983#0,1320723#-0,6484308#3,637612#1  
frame34 #0,04500412#0,9974233#3,672615#0,1278327#0,8425283#3,659212# 0,2844527#0,3040289#3,451651#0,08715507#0,6718382#3,498611#0,3127579#0,3567345#3,480165#0,04063138#0,6471233#3,533558#0,4073003#0,5188266#3,52103#-0,09893966#0,5729786#3,651756#0,2197584#0,6939462#3,547506#0,003796745#0,7094219#3,760424#0,1683459#0,4533792#3,657629#0,1405891#0,3784818#3,624545#0,1923206#0,3086514#3,569575#0,09118824#0,3185423#3,663186#0,04669715#-0,2422058#3,517745#0,202864#-0,228182#3,753297#0,2311122#-0,562068#3,49262#0,1719023#-0,550547#3,596514#0,1813606#-0,6312163#3,436943#0,1157198#-0,5914115#3,541699#1  
frame35 #0,03961549#1,002993#3,678524#0,1251426#0,8493294#3,659888# 0,2663118#0,2873743#3,459271#0,0790545#0,6871299#3,527829#0,3123715#0,3619794#3,478877#0,03180356#0,6599329#3,559545#0,4055984#0,522923#3,527247#-0,1099493#0,5783418#3,668067#0,2177688#0,6946639#3,552767#0,001106702#0,7162229#3,7611#0,1647992#0,4533249#3,665859#0,1374148#0,3756291#3,635885#0,1858551#0,3114674#3,579151#0,09286658#0,2930474#3,694803#0,03094987#-0,2290082#3,553383#0,2007806#-0,2294696#3,762868#0,221663#-0,5618289#3,515063#0,1195094#-0,5745345#3,662152#0,1551323#-0,6379568#3,49805#0,09229481#-0,6563697#3,717592#1  
frame36 #0,02929519#1,000116#3,710725#0,1270529#0,8523893#3,661152# 0,2628971#0,2871429#3,460322#-0,1896861#0,8111229#3,743291#0,3074131#0,362797#3,480952#-0,1709073#0,7550082#3,721917#0,4014148#0,5287338#3,530429#-0,1145712#0,5866643#3,67119#0,2179559#0,6937806#3,5581#0,003016986#0,7192828#3,762363#0,164251#0,4520559#3,669049#0,1373507#0,373387#3,639627#0,1846382#0,3121138#3,581905#0,09326088#0,2914298#3,695611#0,0216468#-0,2144547#3,573648#0,1898343#-0,2226156#3,760861#0,2107617#-0,5553813#3,529849#0,2559767#-0,5083232#3,665704#0,1788188#-0,6230839#3,519515#0,2173737#-0,5586277#3,735403#1  
frame37 #0,07905047#0,9517234#3,72096#0,1318664#0,7837397#3,665026# 0,2471132#0,2813891#3,457165#0,06769998#0,5962025#3,631037#0,2927825#0,3576605#3,474926#0,007288873#0,6065888#3,643647#0,3810685#0,5126996#3,546738#-0,1739444#0,6377476#3,694842#0,2199513#0,6891529#3,562657#0,007830441#0,6506333#3,766237#0,1659071#0,4403694#3,672023#0,1383577#0,3693506#3,641669#0,1855643#0,3120784#3,582779#0,09342172#0,2868979#3,69545#0,01631909#-0,2002688#3,605154#0,188394#-0,2219451#3,761842#0,1749148#-0,5695777#3,563704#0,2565818#-0,5114206#3,692369#0,1624998#-0,6370161#3,532426#0,2184683#-0,5644708#3,758102#1  
frame38 #0,05425003#0,9419879#3,711905#0,1304206#0,7833101#3,674275# 0,2366275#0,2870109#3,437335#-0,1503024#0,6655812#3,602591#0,279766#0,3610472#3,466671#-0,04374491#0,7276691#3,555141#0,3669017#0,5128914#3,546229#-0,1684358#0,6471332#3,6825#0,2261871#0,6725791#3,56407#0,006384702#0,6502036#3,775486#0,1555026#0,429708#3,691207#0,1277431#0,3594081#3,663718#0,1755484#0,3077043#3,614372#0,08112723#0,2808216#3,706625#0,01341964#-0,1956508#3,628616#0,1726514#-0,2260676#3,761577#0,1670347#-0,5737238#3,590678#0,2340209#-0,5796978#3,652334#0,08221576#-0,622835#3,562662#0,1497136#-0,6118852#3,60325#1  
