frame1 #0,1085291#0,9541351#3,405267#0,1366844#0,768316#3,437899# 0,3350308#0,2027296#3,239164#0,1412541#0,6293197#3,229393#0,2854133#0,2149496#3,28603#0,0864651#0,594843#3,250054#0,3977864#0,4365911#3,418926#-0,07790203#0,4914129#3,325291#0,274005#0,6590756#3,375837#-0,03276184#0,6575891#3,481447#0,1388634#0,4160484#3,45052#0,1238025#0,3503543#3,411338#0,1906499#0,280113#3,388285#0,0526048#0,2794442#3,420944#0,2033226#-0,2401453#3,252286#0,07708354#-0,247125#3,559218#0,1844566#-0,5970139#3,087231#0,1750827#-0,4874185#3,222149#0,1325892#-0,6660528#3,024247#0,1382344#-0,5456536#3,116973#1  
frame30 #0,04501875#0,9258226#3,476466#0,1118953#0,7041944#3,487339# 0,2589236#0,2179808#3,218915#0,0951992#0,5641958#3,358978#0,2532758#0,2495423#3,280045#0,04372427#0,5348167#3,38403#0,385524#0,4615081#3,369581#-0,1107005#0,4466795#3,472628#0,2190061#0,6531224#3,389799#-0,02814658#0,6099882#3,560484#0,1420676#0,363385#3,48462#0,1206538#0,2996085#3,448625#0,1762627#0,2502552#3,411#0,06951782#0,2213722#3,477451#0,2021685#-0,2437354#3,258493#0,04995497#-0,2798055#3,649767#0,183075#-0,5940114#3,092438#0,1958359#-0,5450913#3,224248#0,1387716#-0,6567771#3,042826#0,1498952#-0,6133167#3,131814#1  
frame31 #0,03831803#0,9143755#3,525552#0,1073338#0,696708#3,514546# 0,240188#0,2354128#3,272378#-0,0537091#0,6391125#3,534401#0,2717611#0,315787#3,308779#-0,06742235#0,5798647#3,512929#0,3859763#0,4632368#3,373685#-0,1085621#0,4021216#3,461962#0,2106927#0,6521971#3,408952#-0,03084233#0,6001979#3,585765#0,1451669#0,3608886#3,496926#0,1228419#0,2988126#3,459074#0,1768034#0,246583#3,414926#0,07394029#0,2207817#3,486001#0,2020077#-0,2455307#3,266777#0,04786372#-0,2822542#3,65201#0,1829348#-0,5911245#3,09772#0,1955538#-0,5464219#3,224612#0,1409483#-0,6529601#3,04265#0,1597505#-0,6052708#3,121894#1  
frame32 #0,03637255#0,9180088#3,5327#0,1055917#0,7064404#3,524952# 0,2300025#0,2339315#3,289813#-0,03873517#0,6677343#3,596963#0,2713776#0,3089977#3,32662#-0,05506885#0,6001107#3,566463#0,3822339#0,4634635#3,37832#-0,1040699#0,3972399#3,48841#0,199889#0,6469544#3,422998#-0,03227343#0,6091485#3,596028#0,145084#0,3822941#3,520478#0,122905#0,3219053#3,48389#0,1758662#0,2497225#3,416411#0,0803157#0,2350457#3,533933#0,1972964#-0,24389#3,269053#0,04832263#-0,2848561#3,66701#0,1826683#-0,5908241#3,097976#0,0579052#-0,4346393#3,63784#0,1396904#-0,6533008#3,041711#0,06944653#-0,4774422#3,522963#1  
frame33 #0,02811212#0,9226642#3,553419#0,1063077#0,7088562#3,533447# 0,2384487#0,2471162#3,317143#-0,007950507#0,7351359#3,664545#0,2819903#0,3223025#3,349892#-0,02624578#0,6575746#3,636547#0,3808523#0,4849834#3,397917#-0,0811316#0,4248907#3,56601#0,1939677#0,6449673#3,437864#-0,031461#0,6114762#3,60477#0,1451688#0,3589292#3,538572#0,1228843#0,2863486#3,504617#0,1732214#0,2340014#3,466379#0,07864353#0,2230196#3,533253#0,1891901#-0,2486266#3,276158#0,04884868#-0,2848159#3,672607#0,1814701#-0,5903949#3,099206#0,05591542#-0,4358591#3,640016#0,1386528#-0,6523383#3,039065#0,06756635#-0,477937#3,525463#1  
frame34 #0,02691685#0,9318906#3,593338#0,1118748#0,7396188#3,580911# 0,2446255#0,2364637#3,351001#-0,04272863#0,7245713#3,737943#0,2826997#0,3190596#3,3675#-0,05853187#0,6563713#3,710565#0,3802871#0,4851671#3,39908#-0,1059416#0,4517712#3,641895#0,1921559#0,645912#3,465626#-0,02578467#0,6420487#3,652319#0,1442119#0,358077#3,555461#0,1188038#0,2878304#3,517452#0,1693102#0,2356922#3,477259#0,07258298#0,2239087#3,542523#0,1783521#-0,2559528#3,289476#0,04567815#-0,3086436#3,690395#0,1771064#-0,5949524#3,103779#0,05287626#-0,4411813#3,657037#0,1173908#-0,6608794#3,02581#0,06473371#-0,4813751#3,542397#1  
frame35 #0,02991135#0,9318993#3,608815#0,1138334#0,7410334#3,599294# 0,2439668#0,2346209#3,37203#-0,01571643#0,7338271#3,75536#0,2719049#0,3187615#3,397532#-0,03168099#0,6650929#3,728025#0,3697299#0,4855564#3,415135#-0,07957469#0,4588904#3,659496#0,1808129#0,6488131#3,487107#-0,02382604#0,6434633#3,670702#0,1461159#0,3526985#3,571457#0,1186204#0,2818613#3,531191#0,1674062#0,2336281#3,49275#0,07225657#0,2216637#3,550415#0,1575891#-0,2551827#3,312591#0,03924871#-0,3054584#3,703175#0,1833058#-0,5905175#3,159613#0,05237693#-0,4437783#3,66254#0,1390449#-0,6478915#3,081075#0,07285996#-0,4840012#3,549491#1  
frame36 #0,02376942#0,9384997#3,634055#0,1101332#0,7449749#3,610457# 0,2382526#0,2407221#3,38321#-0,0292533#0,70875#3,72093#0,2741259#0,3242728#3,395325#-0,03813506#0,6463976#3,707339#0,3702279#0,4901814#3,433336#-0,06478031#0,4593402#3,680043#0,1792949#0,6551579#3,504175#-0,02752626#0,6474048#3,681866#0,1415802#0,3665363#3,590889#0,1138607#0,2976386#3,550962#0,1644508#0,2391708#3,497601#0,06656994#0,2316519#3,58485#0,1421123#-0,2581854#3,327936#0,0344033#-0,3029206#3,711804#0,186812#-0,5940472#3,163301#0,04047793#-0,4447637#3,670886#0,1360694#-0,6494434#3,084484#0,05875398#-0,4844042#3,557916#1  
frame37 #0,02480922#0,9295838#3,647272#0,1086884#0,7222645#3,622792# 0,2365648#0,243302#3,384919#-0,04374399#0,7005342#3,686094#0,2765064#0,3248128#3,395479#-0,04384063#0,6370001#3,696208#0,3689193#0,492029#3,436327#-0,04413055#0,4463978#3,740038#0,1733769#0,657679#3,512881#-0,02897107#0,6246943#3,6942#0,1420881#0,3617942#3,594831#0,1129778#0,2952984#3,554466#0,1605169#0,2398818#3,502706#0,06737678#0,2264605#3,587112#0,1050249#-0,2654373#3,351948#0,02145538#-0,3572713#3,717068#0,2118888#-0,5991234#3,225244#0,02326387#-0,5030392#3,672786#0,1460719#-0,6462804#3,165777#0,05229582#-0,5355411#3,560291#1  
frame38 #0,02387876#0,9730266#3,681387#0,1025503#0,8125283#3,659461# 0,235731#0,2386717#3,393117#-0,03770826#0,7506806#3,750128#0,2762629#0,3195676#3,405635#-0,03967076#0,6866289#3,743797#0,3562237#0,4939394#3,441937#-0,04555826#0,4944741#3,738315#0,1732234#0,6596993#3,520518#-0,03510921#0,7149581#3,73087#0,1364218#0,4118738#3,630853#0,1059443#0,3382429#3,589832#0,1558854#0,2594373#3,52195#0,05856781#0,2735153#3,627176#0,0925047#-0,2649719#3,370266#0,02804253#-0,1977593#3,768936#0,2173117#-0,592563#3,26641#0,03224856#-0,5367733#3,70102#0,1567587#-0,64612#3,229123#0,06244779#-0,5612241#3,587016#1  
frame39 #0,02328159#0,9737245#3,687571#0,1035627#0,8137353#3,662152# 0,2190641#0,2475865#3,405583#-0,04518351#0,7593388#3,806614#0,2637998#0,3265537#3,414505#-0,04401568#0,7003961#3,780885#0,354626#0,4956093#3,448248#-0,04051218#0,5235679#3,717211#0,1697089#0,6668299#3,533042#-0,03409672#0,7161652#3,73356#0,1384317#0,4314474#3,639435#0,1080809#0,3642802#3,599069#0,1543202#0,2779014#3,524402#0,06347995#0,2956055#3,644628#0,06726918#-0,261343#3,416512#0,1744293#-0,2044173#3,62158#0,2280778#-0,5847253#3,318193#0,1785957#-0,5402438#3,554046#0,1647932#-0,6387196#3,28709#0,1370968#-0,6097643#3,46526#1  
frame40 #0,02283195#0,9802996#3,695194#0,1069792#0,8274348#3,676223# 0,1904251#0,2393671#3,402753#-0,1648129#0,4882491#3,579648#0,2214945#0,3201272#3,431174#-0,1224423#0,5388037#3,593093#0,3470343#0,4971351#3,464442#-0,04087083#0,5469176#3,781175#0,1692325#0,6690938#3,537384#-0,03068029#0,7298647#3,747631#0,1393066#0,3964509#3,646759#0,1069119#0,3073476#3,605931#0,1563687#0,2519447#3,582136#0,05787349#0,269903#3,616873#0,04424892#-0,2560931#3,439493#0,1762729#-0,2514184#3,703679#0,2280112#-0,5711456#3,371499#0,08588058#-0,5738783#3,641593#0,159727#-0,64509#3,335883#0,08783675#-0,6339203#3,537791#1  
frame41 #0,02782421#0,97215#3,700297#0,1146783#0,8052176#3,674473# 0,1549726#0,207231#3,426993#-0,167275#0,5497177#3,587665#0,2023317#0,2797115#3,433807#-0,1148173#0,583465#3,612573#0,3444088#0,4971531#3,467781#-0,04230354#0,5325329#3,797086#0,1751611#0,6675339#3,542531#-0,0229812#0,7076474#3,745881#0,1454149#0,4425089#3,659038#0,1127471#0,3793103#3,621201#0,1559891#0,2859908#3,538332#0,06732415#0,3060627#3,677625#0,01976106#-0,25019#3,481781#0,1734841#-0,2329851#3,723929#0,219701#-0,5710865#3,38976#-0,007388741#-0,6433805#3,62515#0,1503709#-0,6364878#3,40365#-0,07488019#-0,6904052#3,560602#1  
frame42 #0,03049508#0,9545175#3,75795#0,1142706#0,804265#3,681452# 0,1826838#0,2650002#3,436825#-0,1586497#0,5543775#3,60596#0,2353542#0,3346655#3,462967#-0,1038695#0,5906661#3,62088#0,3389058#0,4962348#3,480167#-0,04735913#0,5352867#3,809283#0,1823614#0,6655505#3,545794#-0,02338882#0,7066948#3,75286#0,149186#0,4154058#3,670218#0,1187579#0,3349409#3,632861#0,1624749#0,2821352#3,554348#0,07269245#0,2490801#3,679896#0,01195537#-0,2501293#3,50946#0,1695307#-0,233786#3,731935#0,1931057#-0,5664508#3,438126#0,0845499#-0,5367249#3,577914#0,1296774#-0,6401343#3,436085#0,1123498#-0,6146979#3,491047#1  
frame43 #0,02720089#0,9564666#3,756114#0,1114754#0,8043844#3,687862# 0,1798319#0,2685038#3,395398#0,03020655#0,6474167#3,860003#0,1898136#0,2860501#3,45958#-0,008746609#0,6223421#3,816222#0,3360552#0,4985892#3,492378#-0,1256061#0,5471182#3,698405#0,1857863#0,6607914#3,551337#-0,02618409#0,7068142#3,75927#0,1395541#0,4253528#3,682107#0,1046543#0,3568169#3,646728#0,1562049#0,2834415#3,556935#0,05453666#0,2652794#3,712878#0,0007062267#-0,2414372#3,563064#0,1639961#-0,2343394#3,734849#0,1766162#-0,5827171#3,499731#0,2389972#-0,5352737#3,542343#0,102689#-0,6403258#3,487846#0,1473609#-0,6041683#3,507796#1  
frame44 #-0,01536951#0,9245056#3,790538#0,1059339#0,8049275#3,704096# 0,1958531#0,2635245#3,456677#0,05883995#0,6978441#3,876812#0,2513649#0,3345275#3,469362#0,01539287#0,6587048#3,852048#0,3326147#0,5064375#3,494746#-0,1149484#0,5412869#3,791273#0,1860575#0,659732#3,555079#-0,03172552#0,7073573#3,775504#0,1343411#0,4296584#3,689717#0,1004793#0,3611157#3,651334#0,1485535#0,2878214#3,563869#0,05174945#0,2676651#3,714398#-0,01171649#-0,2341032#3,585842#0,1507732#-0,2317618#3,734646#0,1226697#-0,5351226#3,518802#0,2053388#-0,5443377#3,609968#0,0913699#-0,6172201#3,528522#0,1304337#-0,6019351#3,536652#1  
frame45 #-0,02579744#0,9212562#3,765706#0,1038477#0,8032976#3,709167# 0,2435139#0,2736107#3,458436#0,01212184#0,652352#3,896696#0,2549288#0,3386717#3,470907#-0,03051619#0,6300287#3,855742#0,3305453#0,511928#3,498813#-0,1584303#0,5630586#3,746396#0,1832485#0,6574559#3,56161#-0,03381183#0,7057275#3,780575#0,1305482#0,4290776#3,694265#0,09660478#0,3610989#3,654869#0,1419269#0,2881725#3,57102#0,04838366#0,2686391#3,715493#-0,01739336#-0,2294462#3,617273#0,1334947#-0,2343571#3,735171#0,1380084#-0,5787178#3,581987#0,138574#-0,5438993#3,592687#0,02826526#-0,623605#3,59537#0,07232081#-0,5904931#3,52784#1  
frame46 #-0,01905145#0,9264495#3,786662#0,1016271#0,802945#3,715221# 0,2328112#0,2625268#3,484371#0,02402068#0,6758234#3,881532#0,253379#0,3250807#3,469908#-0,02468151#0,6503109#3,850927#0,3248143#0,4978678#3,509439#-0,1707881#0,5737734#3,772629#0,1809417#0,6589987#3,569233#-0,03603243#0,7053748#3,786629#0,1238823#0,4268265#3,698686#0,08883733#0,3591171#3,658404#0,1322129#0,2888761#3,579052#0,03898259#0,2693079#3,714618#-0,01843943#-0,2223801#3,662895#0,1256093#-0,2413439#3,746321#0,1377119#-0,5851689#3,613148#0,04115413#-0,5813208#3,603091#0,07873214#-0,630137#3,566351#-0,02450033#-0,627493#3,538268#1  
frame47 #-0,01876957#0,9213237#3,798697#0,1015386#0,8000268#3,720915# 0,2279866#0,2641939#3,480717#-0,2963506#0,7526531#3,516635#0,2529858#0,3261356#3,471773#-0,2417849#0,668829#3,679084#0,324974#0,4973766#3,513937#-0,1462841#0,5958921#3,874528#0,1769246#0,6576713#3,57547#-0,03612085#0,7024566#3,792323#0,1115614#0,4223365#3,708834#0,0723718#0,3552636#3,669708#0,1031453#0,2857499#3,594586#0,02497469#0,2627762#3,723061#-0,09628749#-0,233161#3,659954#0,1186635#-0,2049708#3,761559#0,1399002#-0,5370914#3,655359#-0,05499055#-0,5797178#3,630278#0,0742369#-0,5827156#3,591403#-0,1218207#-0,6325732#3,648009#1  
frame48 #-0,01838464#0,9205995#3,80014#0,1008856#0,7992563#3,721399# 0,2280277#0,2618375#3,472739#-0,3357388#0,7014844#3,630675#0,2520844#0,3248519#3,472867#-0,2727469#0,6619617#3,683568#0,3189975#0,4944194#3,529327#-0,1586327#0,5963784#3,861814#0,175483#0,6570643#3,579497#-0,0367739#0,7016861#3,792807#0,1117129#0,4227886#3,709364#0,07316595#0,3562967#3,66981#0,1106655#0,2890699#3,589716#0,02525566#0,2629558#3,72458#-0,09312136#-0,2251293#3,672134#0,11615#-0,2051783#3,761116#0,1977303#-0,5634429#3,666522#-0,1128679#-0,561761#3,663127#0,1986317#-0,6462948#3,642175#-0,1775904#-0,607062#3,599242#1  
frame49 #-0,02648038#0,9304633#3,806688#0,08957913#0,8014691#3,744993# 0,1800902#0,2475471#3,45225#-0,3544087#0,6499981#3,698165#0,2143749#0,3245502#3,487158#-0,2900856#0,6386358#3,71492#0,3143734#0,4768192#3,541071#-0,1669572#0,5953015#3,884132#0,1677037#0,6566187#3,600664#-0,04808047#0,703899#3,816402#0,08689062#0,4788782#3,738655#0,04832977#0,4251366#3,697613#0,08014795#0,3180191#3,567966#-0,006392058#0,2891007#3,782962#-0,09264867#-0,2240859#3,679737#0,107213#-0,2074166#3,759566#0,1965933#-0,5631214#3,668662#-0,1498443#-0,5687963#3,686398#0,204601#-0,6448075#3,642716#-0,2469864#-0,6172023#3,728633#1  
frame50 #-0,03281425#0,9226239#3,803879#0,0830314#0,7927914#3,742351# 0,1713746#0,2775167#3,400332#-0,5215572#0,6036715#3,733778#0,2019338#0,3396935#3,460357#-0,4607744#0,6036276#3,747219#0,3006592#0,4818237#3,556344#-0,2784258#0,603496#3,801082#0,1625218#0,6517637#3,609101#-0,05462812#0,6952212#3,813759#0,07244602#0,4386645#3,718182#0,03373369#0,3807621#3,673759#0,07513259#0,3122948#3,56832#-0,02047352#0,2604491#3,739831#-0,1566431#-0,2243618#3,688178#0,1052201#-0,2084845#3,762515#0,1661448#-0,5311063#3,671263#-0,2049119#-0,5270963#3,709817#0,1043216#-0,5762359#3,604935#-0,2667351#-0,5722259#3,64349#1  
frame51 #-0,0231452#0,9053057#3,803434#0,06647589#0,6905897#3,718769# 0,1545333#0,3271238#3,340343#-0,5433241#0,5220119#3,770596#0,1714373#0,3553581#3,399207#-0,4835983#0,5393607#3,796669#0,2542013#0,4441558#3,554913#-0,2996913#0,5720329#3,840889#0,1563035#0,6420214#3,612793#-0,07118357#0,5930195#3,790177#0,06723098#0,3934122#3,711552#0,03140564#0,3535621#3,670563#0,06426384#0,2624399#3,570261#-0,02338101#0,2302123#3,733398#-0,03637893#-0,1604944#3,66781#0,102218#-0,2094666#3,768788#0,1932156#-0,5398189#3,670959#-0,2223713#-0,5113993#3,711155#0,133303#-0,5848877#3,603121#-0,2822839#-0,5564681#3,643317#1  
frame52 #-0,04397053#0,9243869#3,813441#0,05343312#0,7785586#3,757332# 0,1637961#0,4283348#3,375005#-0,4016644#0,47219#3,861369#0,152906#0,4423983#3,369029#-0,3419449#0,489537#3,887439#0,257753#0,4326933#3,536665#-0,1674819#0,5549285#3,911701#0,1431888#0,6342348#3,616285#-0,08422634#0,6809885#3,828741#0,05460517#0,4330086#3,7417#0,02031888#0,3702255#3,692321#0,05976241#0,2713445#3,583735#-0,04146535#0,2631202#3,766784#0,07068242#-0,1413799#3,744634#0,09438527#-0,2121275#3,777255#0,2055491#-0,5631037#3,688462#-0,2467616#-0,494082#3,718483#0,2128959#-0,6393266#3,64953#-0,3083357#-0,5390419#3,652142#1  
frame53 #-0,04251233#0,8948623#3,823935#0,04287766#0,7001461#3,730707# 0,1480623#0,512373#3,369532#-0,4155765#0,4091438#3,974544#0,1337414#0,5606679#3,365854#-0,3323947#0,4377491#3,951262#0,212869#0,4553425#3,510825#-0,1746581#0,5286807#3,926433#0,1187467#0,6273498#3,60662#-0,0947818#0,602576#3,802115#0,05085628#0,4053974#3,728833#0,01571592#0,3587404#3,689158#0,05372667#0,2665631#3,579#-0,04423809#0,2000812#3,760714#0,04750401#-0,145544#3,739319#0,09413208#-0,2224814#3,796143#0,2000287#-0,5603597#3,68939#-0,2655768#-0,4792879#3,746304#0,1363557#-0,6051566#3,625381#-0,3292498#-0,5240848#3,682295#1  
frame54 #-0,06632145#0,9015727#3,864308#0,03038172#0,6987948#3,741411# 0,1149297#0,542217#3,304675#-0,3708508#0,3430577#4,021822#0,1246925#0,5824826#3,357518#-0,3001652#0,3897846#3,989053#0,1881435#0,4554787#3,49125#-0,1471773#0,4721106#3,936192#0,05382648#0,6050408#3,618235#-0,1072777#0,6012247#3,81282#0,03736334#0,3238172#3,700347#-0,003753356#0,2606103#3,657363#0,04043404#0,241342#3,597004#-0,05130392#0,1753235#3,687237#0,04770667#-0,1727#3,750347#0,07876529#-0,2306048#3,806511#0,05745527#-0,4985196#3,739904#-0,2780755#-0,4890687#3,751027#0,1445808#-0,5611178#3,696617#-0,3496948#-0,5331861#3,695856#1  
frame55 #-0,07758401#0,9027277#3,85087#-0,005396858#0,7413858#3,775771# 0,05092472#0,6796257#3,323395#-0,2878948#0,2370841#3,955351#0,07458927#0,6314743#3,354343#-0,2543482#0,2891328#3,956717#0,1455829#0,4870198#3,460755#-0,1537086#0,4452788#3,974387#0,04228157#0,6618985#3,635536#-0,1430563#0,6438157#3,847179#0,02824099#0,3186015#3,707038#-0,01325128#0,2461624#3,662721#0,03635564#0,222041#3,654819#-0,07243585#0,1707339#3,663697#0,04774557#-0,2007078#3,782196#0,06729627#-0,2202217#3,812426#0,08324648#-0,4480722#3,698976#-0,3237969#-0,4227897#3,779381#0,1538503#-0,5370752#3,678454#-0,394039#-0,4669736#3,722888#1  
frame56 #-0,09975994#0,9522502#3,846198#-0,03697279#0,7870366#3,801454# -0,001961731#0,6125465#3,255373#-0,3191049#0,2829739#3,981351#0,007746328#0,6525863#3,30792#-0,2856472#0,335011#3,982606#0,06881112#0,5405071#3,456276#-0,1852742#0,4911224#3,999936#0,01070563#0,7075493#3,661219#-0,1746323#0,6894665#3,872863#0,007659208#0,3558717#3,735952#-0,02554606#0,2740435#3,68503#0,05583096#0,2605884#3,679625#-0,109117#0,2143521#3,676836#0,0308762#-0,1720417#3,770403#0,06278409#-0,2227592#3,810212#0,07552614#-0,4392279#3,704285#-0,2880006#-0,4850273#3,747866#0,1467249#-0,5271146#3,682362#-0,3578224#-0,5293719#3,691338#1  
frame57 #-0,1226781#0,934083#3,852818#-0,07960937#0,762575#3,807241# -0,05532896#0,6403968#3,272865#-0,3613854#0,2587472#3,987446#-0,04564732#0,6803277#3,32527#-0,3280142#0,3107727#3,988594#0,02362232#0,5416977#3,440697#-0,2279007#0,4668489#4,005592#-0,03193095#0,6830876#3,667006#-0,2172688#0,6650048#3,878649#-0,02080924#0,3544237#3,737571#-0,05578158#0,2789482#3,688711#0,006959859#0,2535417#3,703719#-0,1249418#0,2159795#3,659133#0,01396701#-0,1813088#3,782667#0,06506171#-0,2343082#3,820611#0,1298699#-0,4758443#3,703448#-0,312276#-0,4497096#3,735398#0,06026226#-0,5201885#3,647001#-0,3818837#-0,4940538#3,678951#1  
frame58 #-0,1347958#0,8988808#3,767129#-0,05189957#0,7524357#3,67199# -0,1157537#0,7658317#3,341472#-0,3334586#0,2487522#3,852358#-0,1031586#0,7066711#3,354064#-0,3001401#0,3007703#3,853441#-0,06537335#0,5291893#3,4054#-0,2001847#0,4568244#3,870247#-0,004221145#0,6729484#3,531755#-0,189559#0,6548656#3,743399#-0,02313067#0,348804#3,692632#-0,05940516#0,2731037#3,670764#-0,01046704#0,2367802#3,684031#-0,1165107#0,2128937#3,645794#-0,00603301#-0,188227#3,79913#0,06612878#-0,2228957#3,859165#0,09311961#-0,4958605#3,764504#-0,2995803#-0,4532198#3,765086#0,1650072#-0,5583019#3,700429#-0,3675879#-0,4996545#3,708703#1  
frame59 #-0,1511547#0,8450498#3,758645#-0,06717364#0,6926416#3,751384# -0,2138227#0,8038939#3,280011#-0,3491063#0,1887103#3,93155#-0,1898232#0,7552665#3,309747#-0,3156971#0,2407409#3,932745#-0,1178245#0,6093844#3,412479#-0,2154694#0,3968328#3,949857#-0,01949522#0,6131543#3,61115#-0,2048331#0,5950715#3,822793#-0,03361763#0,3314818#3,706328#-0,06747195#0,2672751#3,6712#-0,0293295#0,2285869#3,679566#-0,1167293#0,2108466#3,645827#-0,006922143#-0,1917517#3,803009#-0,04154703#-0,1970865#3,809714#0,1044965#-0,4230221#3,737253#-0,3798725#-0,4695867#3,742352#0,03514244#-0,4671417#3,681053#-0,4492266#-0,5137063#3,686152#1  
frame60 #-0,2181897#0,8946025#3,765349#-0,1229446#0,7505403#3,764886# -0,2827446#0,812471#3,302741#-0,4052801#0,2463445#3,944709#-0,2587193#0,7637916#3,332508#-0,371773#0,2983881#3,946026#-0,1866435#0,6177531#3,435343#-0,2712518#0,4545189#3,96351#-0,0752662#0,6710529#3,624651#-0,2606041#0,6529701#3,836295#-0,08108827#0,3692979#3,722776#-0,1167521#0,3007574#3,679759#-0,07205468#0,2576908#3,700169#-0,1599565#0,2353875#3,635562#-0,007701144#-0,1653464#3,797007#-0,02910032#-0,2000207#3,826825#0,1530882#-0,4903521#3,693347#-0,3718884#-0,4630316#3,746597#0,0836466#-0,5347481#3,636937#-0,44133#-0,5074277#3,690187#1  
frame61 #-0,2073819#0,8674872#3,679278#-0,1761308#0,8348017#3,810729# -0,3128304#0,8266678#3,371855#-0,4589212#0,3303105#3,99018#-0,2887761#0,7779295#3,401659#-0,4253036#0,3823681#3,991635#-0,2166133#0,6317148#3,504603#-0,3244508#0,5385408#4,009534#-0,105236#0,6850146#3,693915#-0,3137903#0,7372316#3,882137#-0,1202593#0,4321812#3,759143#-0,1468544#0,3601635#3,707926#-0,08480348#0,3146977#3,730854#-0,2018981#0,2920272#3,657153#-0,01523008#-0,1184548#3,785316#-0,4221123#-0,2349591#3,717005#0,1089022#-0,4322028#3,712115#-0,5266784#-0,5946764#3,733698#0,04933682#-0,4769144#3,645702#-0,5995485#-0,6378819#3,737919#1  
frame62 #-0,2893817#0,8850518#3,702953#-0,2138029#0,836239#3,815963# -0,2026419#0,7636555#3,606405#-0,4964648#0,331831#3,995524#-0,1883688#0,705711#3,630587#-0,4628784#0,3838847#3,99694#-0,1455494#0,5318773#3,716668#-0,3621193#0,5400458#4,01472#-0,09469681#0,7106809#3,743141#-0,3514624#0,7386689#3,887371#-0,1458326#0,44956#3,774131#-0,1617975#0,3825192#3,718545#-0,08698936#0,3198809#3,737282#-0,2202581#0,3105741#3,662711#-0,01475349#-0,1302214#3,778727#-0,4110422#-0,1697855#3,703885#0,1629148#-0,5160196#3,661985#-0,5204397#-0,568524#3,727033#0,1194387#-0,5609643#3,584807#-0,5639158#-0,6134687#3,649854#1  
frame63 #-0,2610697#0,9503533#3,750168#-0,2487813#0,8372424#3,846648# -0,2318171#0,7680716#3,589923#-0,5312369#0,3329684#4,026366#-0,2110618#0,7076627#3,614287#-0,4977006#0,3850157#4,027719#-0,148796#0,526436#3,700917#-0,3970917#0,5411577#4,045314#-0,159857#0,7118914#3,725789#-0,3864408#0,7396723#3,918056#-0,1766613#0,4400093#3,769335#-0,200563#0,370871#3,712703#-0,1381142#0,3155551#3,732813#-0,2525918#0,3091279#3,656187#-0,01347328#-0,1318513#3,777722#-0,4434175#-0,2231277#3,72833#0,1523205#-0,5169625#3,664014#-0,5386753#-0,5701354#3,722926#0,0944597#-0,5611787#3,59689#-0,5982735#-0,6265632#3,7042#1  
frame64 #-0,2606636#0,950581#3,75007#-0,2488514#0,8376552#3,847235# -0,1097032#0,6580096#3,641998#-0,5318905#0,3330041#4,026454#-0,08563311#0,6092393#3,671821#-0,4982125#0,3850689#4,027985#-0,01342287#0,4629285#3,774835#-0,3971784#0,5412635#4,046122#-0,1161434#0,6608824#3,747212#-0,3865108#0,7400851#3,918644#-0,1959874#0,4395624#3,773005#-0,215625#0,3743337#3,710849#-0,1522304#0,3028526#3,730396#-0,2792022#0,313357#3,644846#0,0181731#-0,236665#3,793068#-0,4506003#-0,2238324#3,729201#0,1474569#-0,5271236#3,659341#-0,5673589#-0,580694#3,700388#0,1313848#-0,6073905#3,630455#-0,6114272#-0,6257278#3,623889#1  
frame65 #-0,3084463#0,9146355#3,796739#-0,1889561#0,8161273#3,845235# -0,07359315#0,6068148#3,614503#-0,4730359#0,310818#4,023567#-0,05002475#0,5589818#3,646518#-0,4391051#0,3629111#4,025416#0,02068046#0,4154827#3,75612#-0,3373124#0,5191907#4,044521#-0,09191711#0,6403254#3,760457#-0,3266156#0,7185572#3,916643#-0,1949563#0,4307166#3,769716#-0,2168215#0,3695879#3,708066#-0,1606651#0,2946449#3,722446#-0,2791345#0,3126525#3,645098#0,01678826#-0,2353144#3,783278#-0,4591033#-0,1957059#3,725637#0,1092763#-0,5225894#3,648729#-0,579379#-0,5726572#3,688779#0,06615189#-0,5689853#3,573031#-0,6225033#-0,6190531#3,613081#1  
frame66 #-0,2895654#0,9219252#3,749273#-0,2187237#0,8109765#3,829979# -0,05357484#0,4809439#3,525954#-0,5037178#0,3051039#4,007508#-0,04410645#0,5199952#3,577205#-0,4695647#0,3572188#4,00964#0,03117055#0,4220117#3,731186#-0,3671055#0,5135635#4,029607#-0,09521096#0,6412401#3,757324#-0,3563833#0,7134064#3,901387#-0,2256601#0,4004305#3,752933#-0,2508494#0,3349009#3,688893#-0,1903934#0,2630572#3,689528#-0,3152632#0,2885692#3,64974#-0,00367855#-0,1810966#3,754581#-0,4689265#-0,1955652#3,726043#0,08590417#-0,495039#3,653144#-0,6251498#-0,5508757#3,64739#0,04868665#-0,5414183#3,574724#-0,620206#-0,63364#3,65851#1  
