frame1 #0,1263273#0,899059#3,301456#0,1654374#0,6979607#3,34247# 0,3719427#0,1520146#3,192261#0,1651736#0,4973341#3,138234#0,3610632#0,1854593#3,231118#0,1190377#0,4466722#3,119992#0,4344226#0,3953552#3,374086#-0,04720051#0,411696#3,21891#0,3163849#0,5924508#3,292042#-0,01089479#0,5719707#3,347817#0,1573643#0,3536173#3,355449#0,1491585#0,2879238#3,323742#0,2198561#0,2184711#3,308882#0,07258023#0,2092551#3,327097#0,2050639#-0,2443777#3,06465#0,08649774#-0,2674553#3,499271#0,2036797#-0,6045818#2,927586#0,1665497#-0,4855608#3,152894#0,1741869#-0,6629148#2,883528#0,1537653#-0,5236269#3,081486#1  
frame12 #0,1249057#0,901913#3,302264#0,1638907#0,70701#3,347773# 0,3274757#0,1280613#3,196747#0,1613121#0,4830295#3,110001#0,3526991#0,1975537#3,239134#0,1062738#0,4671501#3,136192#0,4283693#0,4060311#3,379233#-0,05884113#0,4195117#3,227705#0,3084027#0,5944397#3,292948#-0,01676496#0,5797029#3,360282#0,1590871#0,3637774#3,356516#0,1498515#0,2994924#3,322841#0,220641#0,2313955#3,309946#0,07390038#0,2222559#3,322346#0,2103493#-0,2472261#3,075776#0,09089531#-0,274459#3,505291#0,2051418#-0,6031529#2,927627#0,1598638#-0,4901026#3,148268#0,1737587#-0,6655358#2,879083#0,144733#-0,527521#3,078258#1  
frame13 #0,1242724#0,9033686#3,302399#0,1634663#0,707149#3,347579# 0,3252932#0,1278329#3,197138#0,1562379#0,4862742#3,108417#0,3505964#0,1972287#3,239589#0,1020503#0,4701512#3,136147#0,426506#0,405416#3,379886#-0,06051271#0,421782#3,232281#0,3075224#0,5957171#3,294872#-0,01708777#0,579303#3,360224#0,1588653#0,3645073#3,357419#0,1498041#0,3003123#3,323523#0,2204543#0,2321192#3,311045#0,07420354#0,223157#3,323057#0,2106474#-0,2472525#3,076865#0,09059032#-0,273771#3,505214#0,2041538#-0,6043697#2,92463#0,1604388#-0,4908506#3,149508#0,1741403#-0,6645854#2,878291#0,1457447#-0,5281492#3,079713#1  
frame14 #0,1226548#0,9031742#3,304395#0,1598891#0,7069845#3,34916# 0,3478037#0,1448638#3,205523#0,1571019#0,4899424#3,113169#0,3408723#0,2070455#3,225593#0,1025695#0,4729724#3,139704#0,4252477#0,4024238#3,380116#-0,06102767#0,4220622#3,232263#0,307137#0,5962659#3,295754#-0,01713481#0,5793173#3,36031#0,1581401#0,3647535#3,358848#0,1493833#0,3005694#3,324401#0,219962#0,2323951#3,312508#0,0742255#0,2233269#3,323413#0,2081909#-0,2443361#3,100542#0,09097825#-0,2741251#3,505755#0,2045371#-0,604162#2,924982#0,1607928#-0,4909099#3,150073#0,1751995#-0,6631326#2,875232#0,1463026#-0,5280529#3,080534#1  
frame15 #0,1209826#0,904979#3,303291#0,1575245#0,7072026#3,347556# 0,3536381#0,1404351#3,213253#0,1558459#0,4899469#3,111347#0,3427048#0,2022634#3,233367#0,1015373#0,4721796#3,137895#0,425602#0,4039274#3,37995#-0,06138861#0,4188775#3,23048#0,3071167#0,5967312#3,296231#-0,01770736#0,5794532#3,360902#0,157286#0,3663432#3,358373#0,1487203#0,3023298#3,323696#0,2198337#0,2335896#3,311704#0,0737509#0,2246885#3,323014#0,2096478#-0,2459876#3,096252#0,09071645#-0,2734473#3,506227#0,2046075#-0,6037443#2,925105#0,1613379#-0,4920633#3,152185#0,1754612#-0,6631449#2,875281#0,1468964#-0,5291344#3,082862#1  
frame16 #0,1184575#0,9046096#3,302886#0,156597#0,7079135#3,347336# 0,3532937#0,1401327#3,215333#0,1510553#0,5071171#3,115295#0,3436691#0,2024064#3,234543#0,09781182#0,4845628#3,140442#0,4257852#0,4051639#3,38031#-0,06191854#0,4169#3,228812#0,3066467#0,5969264#3,296576#-0,01909269#0,5791868#3,361865#0,1567862#0,3670294#3,358568#0,1482606#0,3029205#3,323682#0,2196861#0,2339465#3,311524#0,07320158#0,2251978#3,323184#0,2102256#-0,2461721#3,094689#0,09061816#-0,2737209#3,508366#0,2050768#-0,6027988#2,924586#0,1614287#-0,4925739#3,153718#0,1752112#-0,6634023#2,875058#0,1468389#-0,5297866#3,084175#1  
frame17 #0,1174759#0,905444#3,302443#0,1538542#0,7088338#3,347321# 0,3520964#0,1357637#3,213227#0,1513357#0,5084885#3,116106#0,342762#0,1977589#3,233385#0,09805782#0,4855133#3,14094#0,4213991#0,4019081#3,37957#-0,06177586#0,4165879#3,228371#0,3048175#0,5976037#3,295764#-0,02073103#0,5785792#3,362398#0,1556393#0,3694645#3,359397#0,1472466#0,3055983#3,324579#0,2186951#0,2361003#3,31047#0,07298292#0,2283154#3,327063#0,2104277#-0,246383#3,094359#0,09030981#-0,2730167#3,509233#0,2056183#-0,6023074#2,924518#0,1613135#-0,492312#3,153924#0,1749323#-0,6635525#2,874739#0,1463699#-0,5296795#3,084238#1  
frame18 #0,1145066#0,9049097#3,300441#0,1524575#0,7095211#3,346312# 0,3507799#0,1373223#3,209909#0,1502164#0,5089647#3,115552#0,3429279#0,1981747#3,233586#0,09744538#0,4858798#3,141477#0,4218042#0,4027831#3,379342#-0,06086779#0,4166253#3,232185#0,3045958#0,5977471#3,295678#-0,02304122#0,5806754#3,36505#0,1547843#0,3709767#3,359339#0,1462815#0,3071253#3,324746#0,2179138#0,2370126#3,310211#0,07227959#0,2294997#3,327747#0,2096789#-0,2477988#3,089294#0,0906243#-0,2732109#3,509874#0,208125#-0,6020089#2,924945#0,1617448#-0,4927106#3,153621#0,1750734#-0,6634771#2,874017#0,1463142#-0,5302464#3,083806#1  
frame19 #0,1143585#0,9048407#3,300083#0,1519803#0,70997#3,34573# 0,3491415#0,1370994#3,208898#0,1481663#0,4733367#3,089083#0,3433285#0,1978454#3,233998#0,09637823#0,4593936#3,122568#0,4217221#0,4035188#3,378864#-0,058986#0,4175644#3,235941#0,3038349#0,5975421#3,295223#-0,02400831#0,5851532#3,369421#0,1545684#0,3722443#3,358989#0,1456601#0,3084995#3,324634#0,2172453#0,2381131#3,309566#0,07164042#0,2314868#3,328323#0,2078823#-0,2475084#3,083852#0,09054065#-0,2729308#3,509988#0,2148274#-0,6000419#2,930968#0,1654571#-0,5050815#3,163544#0,174215#-0,6633458#2,875546#0,1490107#-0,5428501#3,093523#1  
frame20 #0,1122784#0,9037631#3,29969#0,150917#0,7096446#3,345225# 0,3515573#0,1796247#3,170164#0,1474745#0,4438727#3,076804#0,3422891#0,1987883#3,232309#0,09578677#0,4375531#3,112753#0,4197108#0,4030286#3,380332#-0,05927656#0,4185944#3,233523#0,2998241#0,5957936#3,290934#-0,02629154#0,5819554#3,367707#0,15328#0,3715087#3,358029#0,1439884#0,3076737#3,323647#0,2156391#0,237161#3,309016#0,06960012#0,2310209#3,326318#0,2049268#-0,2437689#3,079843#0,08961571#-0,2721675#3,510024#0,2174312#-0,5998735#2,933596#0,1658415#-0,5064858#3,164984#0,172269#-0,6652043#2,883996#0,1486421#-0,5444269#3,094746#1  
frame21 #0,10958#0,9030969#3,298705#0,1493485#0,7096453#3,343936# 0,3326331#0,1169972#3,163983#0,1593265#0,5196437#3,131412#0,3441129#0,1991889#3,22411#0,1058562#0,4869354#3,142417#0,4197471#0,4025353#3,377212#-0,05455462#0,3888108#3,188357#0,2990704#0,5962456#3,290406#-0,02655166#0,5819943#3,366993#0,1515591#0,3710592#3,355932#0,142242#0,3072#3,321221#0,2139665#0,2365651#3,307255#0,06774286#0,231218#3,322272#0,195207#-0,2423072#3,070565#0,08786693#-0,2716434#3,510281#0,2181441#-0,5994277#2,934749#0,253285#-0,4651793#3,157952#0,1683007#-0,6646005#2,887152#0,2306946#-0,5197149#3,083704#1  
frame22 #0,0959847#0,9014657#3,300382#0,147825#0,7113378#3,339637# 0,345013#0,1470895#3,185995#0,1606523#0,517911#3,12938#0,3444522#0,2032762#3,218503#0,1067141#0,4856688#3,14116#0,4212902#0,4078569#3,371373#-0,05510062#0,3889423#3,189429#0,2977346#0,5960486#3,288888#-0,02749546#0,5818552#3,3659#0,1494925#0,3707764#3,352054#0,1399822#0,3064568#3,317271#0,2112195#0,2355428#3,302644#0,06573843#0,2307015#3,31906#0,1830426#-0,2455696#3,059228#0,07986927#-0,2697301#3,510837#0,2179172#-0,602416#2,935833#0,247012#-0,4752472#3,15484#0,1661322#-0,666438#2,88701#0,225225#-0,5292619#3,078868#1  
frame23 #0,09087554#0,900083#3,297#0,1468326#0,7105626#3,338848# 0,3498312#0,1468307#3,186311#0,1596075#0,5132844#3,116801#0,3388532#0,2066061#3,210238#0,1057314#0,4819227#3,131723#0,421519#0,4094474#3,363577#-0,05589673#0,3878377#3,189432#0,2952904#0,5956557#3,283641#-0,02868753#0,5711249#3,352454#0,1470355#0,3685759#3,348832#0,1379442#0,3043265#3,312671#0,2085697#0,2333073#3,296494#0,06403801#0,2289857#3,314328#0,1729762#-0,2509151#3,049811#0,07439218#-0,2703484#3,512935#0,2180412#-0,606408#2,937085#0,2442633#-0,4800372#3,150523#0,1648152#-0,6683974#2,88741#0,2279059#-0,5368983#3,074265#1  
frame24 #0,0880206#0,898508#3,296403#0,1470666#0,71#3,331159# 0,3501539#0,1482883#3,169147#0,1600682#0,5141585#3,115885#0,3327869#0,2052715#3,196827#0,1060318#0,4827474#3,130586#0,4238367#0,4125284#3,338884#-0,05607736#0,3885142#3,187625#0,2926248#0,5948901#3,276719#-0,0291312#0,5708759#3,352498#0,146671#0,3675232#3,340138#0,136443#0,3034196#3,30362#0,2072501#0,2333275#3,286011#0,06179961#0,2275824#3,306426#0,1659084#-0,2530643#3,045927#0,06661056#-0,2688724#3,509207#0,2166684#-0,6075214#2,936255#0,2387293#-0,481988#3,141327#0,1630867#-0,6706046#2,887435#0,2069221#-0,5469552#3,076322#1  
frame25 #0,07844044#0,8923669#3,299344#0,1411106#0,7018267#3,316913# 0,3566776#0,1544552#3,157601#0,1587899#0,5095035#3,104277#0,3342283#0,2101624#3,184857#0,10489#0,4790894#3,121768#0,427289#0,4140114#3,331704#-0,05680991#0,387847#3,187205#0,2873169#0,5936666#3,267678#-0,02975416#0,5688298#3,34904#0,1440978#0,3662523#3,332018#0,1337359#0,3023263#3,296924#0,2019169#0,2329084#3,280365#0,06198443#0,2273024#3,299874#0,1583056#-0,2576588#3,039115#0,04715873#-0,2597869#3,513483#0,2158875#-0,6081629#2,935867#0,2215554#-0,4758736#3,141114#0,163164#-0,6710902#2,887809#0,197826#-0,5380454#3,069301#1  
frame26 #0,07414508#0,8814018#3,306273#0,1412432#0,7004102#3,316192# 0,3453452#0,1357975#3,139711#0,1561343#0,5103489#3,097162#0,3219363#0,1927598#3,163903#0,1029149#0,4796096#3,116361#0,4276673#0,4006785#3,294749#-0,05674351#0,3873917#3,186952#0,2851766#0,5914159#3,259953#-0,02888572#0,5658265#3,343655#0,1445131#0,3634834#3,328509#0,1338111#0,2997813#3,292882#0,2006812#0,2311513#3,275266#0,06351358#0,2248353#3,296214#0,1501072#-0,2632564#3,034247#0,0341566#-0,2579762#3,514993#0,2159577#-0,6096233#2,936881#0,2060191#-0,4620939#3,127472#0,1595248#-0,6731604#2,887227#0,1865588#-0,5317272#3,060585#1  
frame27 #0,07027419#0,8830123#3,304899#0,1411377#0,7012901#3,314998# 0,2871878#0,1778149#3,125188#0,1507059#0,5125231#3,091273#0,3160123#0,2262954#3,16001#0,09821866#0,4810708#3,111681#0,4289879#0,3987351#3,282001#-0,05924312#0,386714#3,185925#0,2754067#0,5902433#3,249007#-0,02847186#0,5657915#3,346357#0,1460032#0,3627138#3,327031#0,1335957#0,2985988#3,291827#0,1974936#0,2301285#3,263789#0,06526608#0,2200377#3,300912#0,1470356#-0,2634403#3,034291#0,02660027#-0,2672175#3,521652#0,2155789#-0,6105389#2,937681#0,1988664#-0,4867601#3,145404#0,1587436#-0,6739104#2,887156#0,1769249#-0,5538902#3,076042#1  
frame28 #0,05691577#0,8818133#3,31493#0,1374588#0,7012805#3,31383# 0,2896277#0,1883724#3,121593#0,1508685#0,5128207#3,090544#0,3185623#0,2320552#3,162333#0,0984101#0,4811447#3,111168#0,4260613#0,397161#3,266506#-0,05896504#0,3861168#3,186083#0,2589947#0,5887532#3,237415#-0,02222121#0,5645262#3,351413#0,1478093#0,3584246#3,323839#0,1335272#0,2928441#3,288888#0,1950357#0,2278523#3,25689#0,07003304#0,2143833#3,303731#0,1439459#-0,2634245#3,034709#0,02038196#-0,2781087#3,528765#0,2147729#-0,611279#2,938045#0,1978627#-0,5163795#3,159922#0,1581992#-0,674108#2,886403#0,1828318#-0,5670029#3,075373#1  
frame29 #0,04895777#0,878013#3,320618#0,1355382#0,7019215#3,315288# 0,2952366#0,2520124#3,128538#0,1040537#0,5036633#3,081868#0,3025295#0,2707411#3,160808#0,06023544#0,4748913#3,119786#0,4256391#0,400819#3,248669#-0,07121928#0,3885753#3,246605#0,2539546#0,5873008#3,233764#-0,01705378#0,5650867#3,369959#0,1507275#0,3579943#3,322984#0,1340129#0,2921383#3,288729#0,1951403#0,227827#3,250996#0,07489789#0,2107925#3,309885#0,1392815#-0,2667214#3,037333#0,01821078#-0,2814243#3,531955#0,213969#-0,6131822#2,938094#0,1895933#-0,5250195#3,165482#0,1575056#-0,6753038#2,886296#0,1623986#-0,5868779#3,091525#1  
frame30 #0,04062259#0,8797164#3,331861#0,1333537#0,704958#3,320309# 0,2765685#0,2251952#3,120596#0,1065522#0,5110852#3,103297#0,3058358#0,2686478#3,161748#0,06254325#0,4813147#3,14027#0,4254988#0,4032229#3,247504#-0,06948368#0,3920035#3,264274#0,2459223#0,5870552#3,233627#-0,01023204#0,5640622#3,38385#0,1533492#0,3580573#3,323779#0,1344265#0,2922166#3,289855#0,1937314#0,228906#3,245095#0,08163913#0,2057859#3,329971#0,1361226#-0,2691104#3,039946#0,01110067#-0,2856465#3,554389#0,2136558#-0,6135794#2,938758#0,182545#-0,5137712#3,179021#0,1552259#-0,6770753#2,889205#0,161219#-0,5752524#3,102252#1  
frame31 #0,0309696#0,8731129#3,357627#0,1275922#0,7231186#3,345795# 0,2519295#0,1477769#3,123045#0,1054363#0,5147896#3,115893#0,2771704#0,1997795#3,156509#0,06171897#0,4851384#3,153399#0,4227979#0,4064171#3,241984#-0,06943297#0,3961846#3,279028#0,2350013#0,5875318#3,238781#-0,005672256#0,5672738#3,403323#0,1567179#0,3503431#3,331047#0,1361989#0,2800357#3,297228#0,1932938#0,2261689#3,246259#0,08377497#0,1989253#3,334048#0,1339661#-0,2691879#3,046663#0,01174761#-0,2847414#3,558683#0,2127435#-0,6140593#2,938505#0,1832043#-0,508789#3,182036#0,1556917#-0,6766737#2,889615#0,1653382#-0,5643011#3,099437#1  
frame32 #0,02859214#0,8562539#3,370426#0,1222264#0,6949861#3,350573# 0,2477825#0,1548609#3,122805#0,09926736#0,5263342#3,159232#0,2730682#0,2069556#3,156328#0,05562383#0,4965294#3,196863#0,4178478#0,4149629#3,240955#-0,07530676#0,407115#3,322875#0,2233543#0,591586#3,248876#0,001913384#0,581337#3,451143#0,1613018#0,3448039#3,338967#0,1367819#0,276589#3,306285#0,1918091#0,2248626#3,252042#0,08772938#0,1949877#3,346437#0,1346708#-0,2700691#3,058086#0,01693459#-0,2754249#3,571808#0,2112888#-0,6146669#2,937937#0,1884268#-0,4948897#3,19322#0,155697#-0,6766597#2,889533#0,1658651#-0,5584313#3,117166#1  
frame33 #0,02187932#0,8973972#3,410895#0,1237809#0,7487924#3,383955# 0,221536#0,1702385#3,132958#0,02489379#0,6466962#3,367727#0,2685321#0,237059#3,16899#-0,006858326#0,5901142#3,371033#0,4163476#0,4233131#3,241486#-0,1021147#0,4203683#3,394092#0,2148346#0,5932623#3,260898#-0,0006209988#0,596441#3,500013#0,1625119#0,358743#3,365571#0,135489#0,2853807#3,333532#0,1883751#0,2284963#3,267345#0,0877977#0,2051166#3,384058#0,1407265#-0,2712019#3,075062#0,02320639#-0,2736872#3,585144#0,2114189#-0,6145813#2,938225#0,1847338#-0,4814494#3,18754#0,1558529#-0,6765425#2,88935#0,164019#-0,5481704#3,112911#1  
frame34 #0,03543351#0,8459649#3,427516#0,128534#0,6639832#3,389638# 0,2189138#0,1739773#3,141351#0,06810449#0,5674723#3,427727#0,2611136#0,2442398#3,178756#0,02079159#0,525818#3,412696#0,386806#0,4255083#3,249412#-0,1211471#0,4008549#3,38075#0,2044605#0,6035221#3,279233#0,004132196#0,5116318#3,505697#0,1630366#0,3412973#3,3842#0,1345254#0,2762018#3,354924#0,1816176#0,2241244#3,289538#0,09147908#0,173287#3,413378#0,1622739#-0,2696923#3,109049#0,05740171#-0,304933#3,615285#0,2096148#-0,6157699#2,937821#0,2235513#-0,517875#3,225427#0,1527773#-0,6762706#2,887444#0,1992436#-0,5569553#3,134058#1  
frame35 #0,0316291#0,8560027#3,439259#0,1241714#0,69535#3,408117# 0,2222277#0,2107988#3,20562#-0,01154306#0,5810396#3,523149#0,2671933#0,2870128#3,227044#-0,03371952#0,5361613#3,481922#0,3870462#0,4394477#3,255966#-0,1002489#0,4015265#3,371387#0,196947#0,6117994#3,297#-0,000230432#0,5429985#3,524175#0,1621862#0,3474971#3,405942#0,1339025#0,2805196#3,380764#0,1801873#0,2299597#3,322925#0,09105644#0,1871577#3,431242#0,1673466#-0,2687573#3,123792#0,05742608#-0,2983057#3,620963#0,1943403#-0,6164604#2,937562#0,2226672#-0,5132692#3,233091#0,1447697#-0,6757301#2,886935#0,2034115#-0,554657#3,141088#1  
frame36 #0,032346#0,8613908#3,455108#0,1260073#0,6948987#3,41938# 0,212537#0,1907309#3,206222#-0,09009456#0,4908879#3,556978#0,2529666#0,2654789#3,238811#-0,0546509#0,5250441#3,511123#0,3844002#0,4489354#3,262282#-0,09221585#0,4021613#3,377969#0,1896574#0,6217737#3,31756#0,001605493#0,5425472#3,535438#0,1677026#0,3451355#3,428921#0,1401109#0,2763#3,40328#0,1855928#0,2303652#3,347643#0,09815906#0,1867346#3,44838#0,1733538#-0,2603323#3,163837#0,06046653#-0,2951858#3,638295#0,1836351#-0,6185824#2,958079#0,2263431#-0,5147464#3,255375#0,139827#-0,6745217#2,914479#0,2059042#-0,5546802#3,162746#1  
frame37 #0,030139#0,8884089#3,498105#0,1256772#0,722762#3,468244# 0,2186353#0,226461#3,245402#0,08362778#0,5686195#3,435267#0,2663056#0,3015455#3,264319#0,02770106#0,5388842#3,448696#0,3795402#0,4593186#3,281545#-0,1400791#0,4496782#3,502141#0,1901873#0,6364715#3,350115#0,001275346#0,5704106#3,584302#0,1663885#0,3598326#3,455238#0,137806#0,2898857#3,426789#0,1835655#0,2448715#3,370872#0,09536204#0,2055956#3,470603#0,1707638#-0,2570537#3,1768#0,06437913#-0,3025905#3,658929#0,2066959#-0,6104716#3,039611#0,2264379#-0,5190329#3,274237#0,1619521#-0,6602358#3,003147#0,2026261#-0,569682#3,18764#1  
frame38 #0,0302297#0,8880687#3,502245#0,1253542#0,723858#3,471633# 0,2276774#0,2371209#3,253952#0,07180305#0,6002914#3,470899#0,2736295#0,3141786#3,267503#0,01931807#0,5629178#3,475304#0,3813848#0,4738656#3,30132#-0,1381368#0,4507968#3,50168#0,1945889#0,6473715#3,372935#0,0009523907#0,5715066#3,587692#0,16534#0,365573#3,472145#0,1383485#0,2960739#3,445418#0,1854463#0,2499157#3,388146#0,09520593#0,2096609#3,490278#0,150397#-0,2476128#3,211378#0,06189054#-0,3063215#3,694541#0,2094825#-0,6021003#3,081409#0,1983517#-0,5019953#3,289927#0,1729361#-0,6594436#3,046889#0,1374522#-0,5435745#3,238825#1  
