frame1 #0,2058166#0,9851427#3,395185#0,1513311#0,7728003#3,448486# 0,09704655#0,6138858#3,257738#0,1985331#0,600561#3,294401#0,1569147#0,5851375#3,276902#0,09564102#0,593348#3,288947#0,3365192#0,4988926#3,348172#-0,07030099#0,4690485#3,30647#0,3194141#0,6993902#3,532698#-0,02614432#0,6766253#3,428238#0,1254194#0,4144669#3,460118#0,1284544#0,343888#3,438393#0,2019435#0,2691123#3,452659#0,04644223#0,2588681#3,415233#0,1772131#-0,2477498#3,246713#0,06038673#-0,2397024#3,414985#0,1372114#-0,5967906#3,064223#0,119875#-0,6222951#3,041176#0,1585109#-0,6341883#2,997267#0,09528796#-0,685024#3,035023#1  
frame12 #0,1610153#0,960525#3,40625#0,14124#0,7808332#3,45644# -0,02021655#0,3932283#3,287012#0,2034422#0,4262147#3,282666#0,05513018#0,409576#3,301021#0,1024449#0,4230477#3,286053#0,2811704#0,4586191#3,356914#-0,09716682#0,4851218#3,392948#0,3105918#0,6986985#3,514791#-0,03811333#0,6770995#3,450903#0,126203#0,4148679#3,462102#0,127497#0,3438502#3,437511#0,2019314#0,2646013#3,446082#0,04749161#0,2663776#3,416472#0,1789554#-0,2473215#3,249456#0,06566953#-0,2466023#3,423129#0,1285775#-0,598747#3,060015#0,2602592#-0,6325563#3,471117#0,1464197#-0,6482478#2,967465#0,235562#-0,70873#3,42897#1  
frame13 #0,1433849#0,9734242#3,408041#0,1387982#0,7830414#3,457413# 0,231448#0,3842324#3,277947#0,1645372#0,3963053#3,283278#0,2786403#0,3678174#3,333558#0,07893509#0,4294277#3,325774#0,3617581#0,5134044#3,560668#-0,09918207#0,4870665#3,411402#0,310181#0,6989576#3,514079#-0,04495574#0,6792411#3,462278#0,1260545#0,4160099#3,462748#0,1269417#0,3450807#3,436779#0,2032084#0,2668427#3,440456#0,04598298#0,2670915#3,417635#0,1803882#-0,2457692#3,252081#0,06701793#-0,2450313#3,422152#0,129421#-0,5984457#3,060591#0,1844402#-0,5774994#3,510211#0,143822#-0,6480113#2,967158#0,1668646#-0,6017504#3,391167#1  
frame14 #0,1342629#0,9635379#3,406288#0,1364268#0,7813516#3,457798# 0,1619283#0,4029142#3,350903#0,123246#0,3659852#3,27935#0,225765#0,3650969#3,360695#0,06533095#0,4305215#3,331633#0,3671975#0,5038494#3,556417#-0,09836419#0,4772682#3,448123#0,3059878#0,6993157#3,506589#-0,04685152#0,6762294#3,47674#0,1273694#0,4156831#3,463387#0,126912#0,345042#3,436095#0,2049483#0,2678393#3,435173#0,04568461#0,2664947#3,418299#0,1808387#-0,2448736#3,255871#0,06867888#-0,2431988#3,421384#0,1305715#-0,597396#3,061253#0,1898958#-0,580947#3,515567#0,1390098#-0,6470858#2,966806#0,171266#-0,6040511#3,396086#1  
frame15 #0,1103534#0,9709416#3,391245#0,1274375#0,7798659#3,461761# 0,3449792#0,2453781#3,357003#0,01647527#0,2608157#3,309987#0,344705#0,2928092#3,417968#-0,04950618#0,3124723#3,366603#0,373075#0,4895904#3,546975#-0,0970715#0,4680643#3,493731#0,3013959#0,6966431#3,490893#-0,05995849#0,6836402#3,519212#0,1295018#0,4160123#3,465121#0,1256773#0,3458607#3,436108#0,2047805#0,2691649#3,4301#0,04153645#0,2662544#3,427279#0,1808873#-0,2449643#3,256208#0,06487204#-0,2325671#3,449655#0,1306513#-0,5972123#3,061079#0,2575468#-0,6361519#3,475008#0,123268#-0,6468558#2,966446#0,2203435#-0,6465607#3,358037#1  
frame16 #0,1019462#0,9672085#3,397002#0,1252977#0,7802559#3,466214# 0,3586779#0,2070501#3,382503#-0,05388286#0,2469472#3,367276#0,3549068#0,2855948#3,431472#-0,06230736#0,2979248#3,420421#0,3808084#0,4736452#3,53802#-0,09574899#0,4720091#3,522838#0,292083#0,6937826#3,476315#-0,06522659#0,6799789#3,53351#0,1294056#0,4171335#3,467798#0,123464#0,3475686#3,436884#0,2022708#0,2728586#3,423698#0,03793809#0,2657685#3,435849#0,1808698#-0,2456419#3,259099#0,08862654#-0,2524276#3,410063#0,1308005#-0,5971478#3,061529#0,2565509#-0,6371449#3,473466#0,1155036#-0,6465399#2,968046#0,2194487#-0,6472254#3,356782#1  
frame17 #0,0914887#0,9579101#3,41234#0,1234116#0,7809243#3,469615# 0,4098718#0,1698078#3,393073#-0,07238764#0,2116375#3,381966#0,4071468#0,2352361#3,42744#-0,07511322#0,2634773#3,445129#0,3833139#0,4692663#3,534835#-0,07153872#0,4388851#3,554015#0,2711836#0,6832392#3,450104#-0,06434949#0,6813318#3,556912#0,1303782#0,416099#3,47268#0,1199849#0,3463404#3,44134#0,1986241#0,2732602#3,422423#0,03648935#0,261134#3,454554#0,1810599#-0,2456039#3,259256#0,0823589#-0,2496834#3,427146#0,1305313#-0,5972016#3,058215#0,2592671#-0,6345755#3,474907#0,1012031#-0,6466866#2,968018#0,2221689#-0,6452877#3,358098#1  
frame18 #0,07742336#0,9682402#3,415283#0,1205895#0,7829071#3,4704# 0,4463527#0,143549#3,420213#-0,1427605#0,1419733#3,395978#0,4372205#0,2157655#3,435864#-0,1201744#0,2249154#3,447517#0,3858161#0,4533051#3,509372#-0,07368034#0,4331682#3,556842#0,2674553#0,6820432#3,447137#-0,06256589#0,6786194#3,569926#0,1277225#0,4150844#3,47679#0,1153421#0,3442938#3,446147#0,1918501#0,2718665#3,421606#0,0348034#0,2595921#3,464955#0,1808746#-0,2457873#3,259655#0,08215633#-0,249216#3,427631#0,1303131#-0,597453#3,057345#0,2595494#-0,6345637#3,475133#0,0964552#-0,6471584#2,968624#0,2224816#-0,6453637#3,358074#1  
frame19 #0,06601783#0,9750072#3,437516#0,119499#0,7842327#3,475283# 0,4880911#0,1472594#3,41661#-0,2277671#0,09633908#3,507008#0,4743579#0,2160884#3,442606#-0,1744438#0,180202#3,526436#0,3864316#0,453077#3,503441#-0,0840852#0,4003894#3,592724#0,2612691#0,6828862#3,440896#-0,05762798#0,6735997#3,585901#0,127515#0,4155053#3,480867#0,1126468#0,3448116#3,450113#0,1862256#0,2732091#3,419267#0,03429073#0,2601721#3,476193#0,1822706#-0,2411303#3,256641#0,08066809#-0,2476458#3,432321#0,138515#-0,5959307#3,057363#0,2850067#-0,5957709#3,644076#0,09801169#-0,6456135#2,971207#0,2536086#-0,6105881#3,525562#1  
frame20 #0,05716319#0,9693897#3,4442#0,1206238#0,7957273#3,500685# 0,5460057#0,137176#3,447484#-0,2843655#0,09920451#3,599501#0,5248262#0,2081878#3,444497#-0,2208327#0,1718069#3,590051#0,3957143#0,4549879#3,489127#-0,09319195#0,4013956#3,650594#0,2526525#0,6809906#3,432344#-0,0522448#0,6668896#3,597603#0,1278401#0,41463#3,487607#0,1099704#0,3446168#3,454371#0,183038#0,2747387#3,416699#0,0315129#0,2597988#3,485169#0,1818278#-0,2403255#3,255305#0,06352828#-0,2464021#3,498069#0,1402701#-0,5962424#3,052575#0,3502969#-0,5976526#3,620768#0,0930829#-0,645196#2,969353#0,3073875#-0,6113215#3,505679#1  
frame21 #0,04346552#0,9691503#3,449283#0,1197697#0,7972956#3,501062# 0,5981849#0,1712493#3,409812#-0,2916199#0,1568622#3,717368#0,5553843#0,2284537#3,424775#-0,2470356#0,2093868#3,693253#0,4179858#0,4579992#3,454271#-0,09147002#0,4438278#3,672797#0,2500094#0,6807103#3,430957#-0,05226699#0,6667632#3,597828#0,1244638#0,4173509#3,492893#0,1046646#0,3471805#3,458462#0,1763447#0,2777031#3,413098#0,02540393#0,261746#3,494552#0,1811207#-0,2388824#3,242368#0,0657346#-0,2412341#3,485434#0,141654#-0,5967436#3,046745#0,3511346#-0,6134322#3,536796#0,09379749#-0,6457376#2,963864#0,3028392#-0,624956#3,423558#1  
frame22 #0,03382627#0,9647272#3,456105#0,1167978#0,7990251#3,506369# 0,6368456#0,2067379#3,37733#-0,3262636#0,1749063#3,827847#0,5916745#0,2645018#3,367024#-0,2793272#0,2277077#3,780751#0,4324827#0,4686269#3,429546#-0,1116919#0,4474904#3,720311#0,2444457#0,6826805#3,429568#-0,05402141#0,6656853#3,603681#0,1222235#0,4193872#3,500329#0,1009085#0,3491482#3,464478#0,1734113#0,2789601#3,413778#0,02294587#0,263541#3,501882#0,1736258#-0,2466928#3,223092#0,06247429#-0,2447597#3,500697#0,1467028#-0,6110396#3,015049#0,2681948#-0,6274478#3,46439#0,1000514#-0,6713737#2,964616#0,2354002#-0,6392139#3,345694#1  
frame23 #0,02868136#0,9608859#3,466702#0,1135372#0,7995814#3,512437# 0,6816605#0,230863#3,336981#-0,2974781#0,2717317#3,867588#0,6220446#0,3014721#3,336024#-0,23661#0,3477699#3,850499#0,4467713#0,4803272#3,408879#-0,11727#0,4910238#3,751431#0,2427571#0,6831093#3,429639#-0,05653708#0,6643271#3,61031#0,1190837#0,4293459#3,5077#0,09604421#0,3624104#3,471122#0,1689416#0,2852974#3,411821#0,01884742#0,276857#3,513099#0,1587003#-0,241415#3,197449#0,0563274#-0,2442931#3,515388#0,1478935#-0,6087099#3,009962#0,2780989#-0,6057447#3,482567#0,09984037#-0,6686375#2,960208#0,2409063#-0,6183913#3,365143#1  
frame24 #0,02448162#0,9627545#3,471573#0,1122494#0,8023263#3,516159# 0,7062126#0,3059166#3,296078#-0,2703182#0,3779976#3,942609#0,646388#0,3478765#3,29967#-0,2168877#0,4234537#3,872777#0,4632462#0,5033891#3,390109#-0,1003978#0,5484034#3,759384#0,2406658#0,6855263#3,430628#-0,05731791#0,6659464#3,613855#0,1183741#0,4309347#3,513038#0,09445915#0,3634195#3,475555#0,1664795#0,287447#3,418059#0,01711573#0,2794463#3,516334#0,1288873#-0,2196029#3,169251#0,05396193#-0,2406389#3,517009#0,143769#-0,603906#2,995125#0,2737335#-0,5747049#3,476175#0,09255548#-0,6721691#2,961835#0,225276#-0,6029394#3,36566#1  
frame25 #0,02304626#0,9616364#3,475696#0,1104379#0,802913#3,518857# 0,7309266#0,3463525#3,238967#-0,2654452#0,4240354#3,914307#0,6531165#0,387532#3,243872#-0,2222295#0,468827#3,880277#0,4739633#0,5286361#3,376205#-0,09258228#0,603202#3,791692#0,2385504#0,6883025#3,431422#-0,0588996#0,6660129#3,616743#0,1167519#0,4397122#3,521647#0,09223186#0,3738624#3,484937#0,1639926#0,2956986#3,42542#0,01508647#0,2919087#3,526969#0,1064985#-0,2022462#3,148763#0,04660273#-0,188262#3,522543#0,113215#-0,5870765#2,959332#0,2697182#-0,5918955#3,484299#0,06985013#-0,6618106#2,929136#0,2431728#-0,6777723#3,467037#1  
frame26 #0,01948027#0,9575535#3,494555#0,1112911#0,8014523#3,525637# 0,7576738#0,4009264#3,200082#-0,2854473#0,5640886#3,980674#0,6672632#0,4359739#3,210141#-0,231844#0,5968904#3,943743#0,4710025#0,5453448#3,357037#-0,09113407#0,6005995#3,797856#0,2369812#0,6895153#3,43214#-0,0577476#0,6639009#3,624079#0,1190899#0,4425776#3,528534#0,0934941#0,3772773#3,491534#0,1641816#0,2987137#3,429222#0,01716316#0,2954284#3,536207#0,07870122#-0,1561015#3,137085#0,04591995#-0,1821837#3,520471#0,08498979#-0,528376#2,954321#0,2553458#-0,6011004#3,480745#0,03826134#-0,5848553#2,897562#0,2297957#-0,683504#3,455385#1  
frame27 #0,01681107#0,9570615#3,496571#0,1087656#0,8002289#3,526782# 0,7586989#0,4604234#3,144917#-0,250845#0,6518071#3,986549#0,6774079#0,4862289#3,170506#-0,1959267#0,6830039#3,950857#0,4690788#0,5798451#3,339284#-0,09239845#0,5991118#3,798961#0,2325495#0,6947592#3,435285#-0,0601971#0,6624699#3,625222#0,1188852#0,4518771#3,535785#0,09447461#0,389448#3,501284#0,1659545#0,311179#3,437805#0,01905219#0,3036356#3,548311#0,05460634#-0,1075026#3,133999#0,0462356#-0,1787057#3,520433#0,04107532#-0,4766062#2,943412#0,2267302#-0,6041387#3,478015#-0,02246335#-0,5386714#2,870784#0,1682346#-0,658724#3,438287#1  
frame28 #0,01174052#0,9578428#3,505222#0,104605#0,8012806#3,533272# 0,7390275#0,5267178#3,108064#-0,2019443#0,7628323#3,963367#0,6544877#0,5400952#3,127149#-0,1509425#0,7638519#3,912429#0,4571605#0,5965341#3,311383#-0,09516775#0,5988799#3,80494#0,2322174#0,6960489#3,435298#-0,06420241#0,6632732#3,631624#0,1201843#0,457614#3,543013#0,09637944#0,3944049#3,508096#0,1706138#0,3176347#3,446889#0,0204826#0,3072278#3,553691#0,04706972#-0,09658179#3,131615#0,04776602#-0,1762775#3,521302#-0,008120475#-0,4287893#2,938711#0,2262258#-0,5999414#3,477994#-0,0711289#-0,4831609#2,850698#0,155456#-0,6477732#3,451169#1  
frame29 #0,01027443#0,9614358#3,516533#0,1048201#0,8069164#3,543382# 0,7002172#0,6071267#3,0588#-0,1562286#0,8626032#3,894229#0,6115642#0,5857433#3,093637#-0,1408045#0,7979188#3,870935#0,4402779#0,6353744#3,301082#-0,09453239#0,6038654#3,814387#0,2303925#0,6990339#3,436316#-0,06393247#0,668715#3,641718#0,1230504#0,456659#3,547304#0,09842829#0,3925478#3,51207#0,1790513#0,3198267#3,477581#0,02158003#0,3109748#3,549622#0,03147328#0,001342475#3,164959#0,05726206#-0,1490673#3,523417#-0,06012104#-0,3836313#2,948654#0,2398745#-0,5950047#3,475518#-0,1091923#-0,4283198#2,846917#0,1604762#-0,6464522#3,455825#1  
frame30 #0,008112015#0,9655921#3,522893#0,1028274#0,8122884#3,552903# 0,6691648#0,6477425#3,00408#-0,2023505#0,8279471#3,89848#0,6014841#0,6383473#3,046149#-0,1403696#0,8069336#3,869222#0,4388024#0,6456162#3,272887#-0,09623341#0,6091737#3,823647#0,2264367#0,7034149#3,439339#-0,06589499#0,6740092#3,65127#0,1254001#0,4564253#3,551404#0,1000213#0,3916706#3,515086#0,1795627#0,3205781#3,479544#0,02317032#0,3126279#3,547924#0,04247549#-0,006447911#3,173366#0,0638143#-0,1541948#3,519161#-0,008700058#-0,3174395#2,980847#0,2354942#-0,5971835#3,478103#-0,09638768#-0,3561481#2,906444#0,146709#-0,6530871#3,509912#1  
frame31 #0,006276448#0,9689592#3,539178#0,09991442#0,8173876#3,566144# 0,6193062#0,7131755#2,9795#-0,1842633#0,843175#3,952478#0,5698097#0,6888908#3,009898#-0,1358221#0,8157078#3,873012#0,4267855#0,644423#3,265662#-0,09896079#0,6143262#3,836652#0,2234449#0,7059835#3,44265#-0,06879272#0,6790683#3,664542#0,1286044#0,4581885#3,556761#0,1025683#0,3929406#3,518876#0,1805988#0,3231361#3,481323#0,02738585#0,3155065#3,547734#-0,000748699#-0,02334718#3,159056#0,07229388#-0,1630173#3,514551#-0,1397807#-0,3070451#2,969783#0,232904#-0,5977554#3,477746#-0,2120937#-0,3267704#2,874264#0,1503101#-0,6515608#3,452588#1  
frame32 #0,007685035#0,9688174#3,541923#0,1002205#0,8172934#3,566881# 0,571175#0,7575762#2,942092#-0,2251327#0,8791352#3,934004#0,4959419#0,6954769#3,04084#-0,1647815#0,837911#3,871753#0,4207016#0,6554213#3,252506#-0,09859486#0,6143109#3,837175#0,2217582#0,7092736#3,446857#-0,06848343#0,6789686#3,665284#0,1324283#0,4577744#3,562177#0,1073627#0,3912691#3,524322#0,1850892#0,3241644#3,489479#0,0322737#0,3159264#3,548192#-0,04631058#0,003524827#3,169973#0,1515997#-0,2241642#3,553348#-0,1985721#-0,2727303#2,983424#0,2311015#-0,5970312#3,478571#-0,2519535#-0,2815836#2,891243#0,1446837#-0,6566817#3,48485#1  
frame33 #0,008821415#0,9709212#3,550482#0,1012698#0,8230793#3,578658# 0,4949896#0,8052337#2,932545#-0,2686012#0,9376931#3,924845#0,4694779#0,7813404#2,974115#-0,2226814#0,9156433#3,934934#0,4154964#0,6684027#3,242897#-0,08549313#0,8130065#3,8262#0,2201775#0,7107052#3,450325#-0,06742807#0,6847372#3,677066#0,1344707#0,4610059#3,571873#0,1082735#0,3939042#3,532899#0,1841254#0,326552#3,495265#0,03510618#0,320968#3,55524#-0,05652827#0,0007062773#3,177264#0,1530391#-0,225563#3,556951#-0,2608917#-0,2504111#3,011919#0,2297247#-0,5969976#3,479075#-0,29247#-0,2633695#2,927174#0,1474851#-0,6559716#3,480864#1  
frame34 #0,00818601#0,9743786#3,563112#0,1000092#0,8247858#3,584716# 0,4213683#0,835996#2,945685#-0,3656698#1,068218#3,963359#0,4087967#0,8061374#2,97262#-0,3077087#1,020554#3,933495#0,3811281#0,6838542#3,195892#-0,1338254#0,8775619#3,857124#0,2178277#0,7108538#3,452839#-0,06868668#0,6864383#3,683127#0,1348989#0,4612639#3,5818#0,1083771#0,393123#3,543442#0,18457#0,3265007#3,510943#0,03519028#0,3225033#3,561197#-0,05218187#0,02250326#3,214621#0,1530646#-0,2269886#3,557941#-0,2513269#-0,247159#3,084073#0,2249167#-0,5985141#3,480363#-0,3217247#-0,2518537#2,983471#0,1471894#-0,6558342#3,479951#1  
frame35 #0,01042245#0,9715105#3,566549#0,09933151#0,8196629#3,591439# 0,3635342#0,8799084#2,935889#-0,3409266#1,133452#3,944278#0,346512#0,7882543#3,023755#-0,2830942#1,064306#3,914833#0,3613727#0,6712615#3,215468#-0,1095971#0,8568684#3,839702#0,2164308#0,7086724#3,459975#-0,06936301#0,6813092#3,689855#0,1356907#0,4589893#3,589816#0,1090693#0,3912499#3,551263#0,1860493#0,3238296#3,5241#0,03550075#0,3229603#3,564319#-0,04564112#0,04015467#3,231905#0,1561261#-0,2302674#3,560162#-0,2641965#-0,2098886#3,155513#0,2200726#-0,6003648#3,482135#-0,3457076#-0,2467101#3,069137#0,1489984#-0,6585127#3,478437#1  
frame36 #0,01260071#0,9700078#3,56976#0,09848151#0,8165274#3,595181# 0,2827217#0,8786978#2,954038#-0,3389277#1,143205#3,858313#0,2922828#0,8049748#3,028556#-0,2819786#1,072111#3,85086#0,3373732#0,6636077#3,228491#-0,1111314#0,8588279#3,841679#0,2183672#0,7049181#3,457938#-0,07021225#0,6781722#3,693597#0,1401215#0,4604099#3,593454#0,1147317#0,3934224#3,55516#0,1945218#0,32669#3,527828#0,04150371#0,3247427#3,567329#-0,05497919#0,05433941#3,239976#0,1562978#-0,2312291#3,562735#-0,2759883#-0,2102206#3,1888#0,2177063#-0,5998897#3,482107#-0,3765801#-0,259794#3,135029#0,139668#-0,6555605#3,481361#1  
frame37 #0,01640112#0,9646904#3,584266#0,09036413#0,8092549#3,621546# 0,2257433#0,8824632#3,006529#-0,3161914#1,164054#3,753641#0,2408373#0,8380116#3,035943#-0,2634925#1,087033#3,769898#0,3365152#0,6627821#3,227957#-0,1053958#0,8559706#3,831813#0,2178739#0,7052148#3,459935#-0,07832808#0,6708983#3,719961#0,1461015#0,4633143#3,600483#0,1207744#0,3983239#3,561345#0,2035186#0,3387018#3,521866#0,05491713#0,3170207#3,585744#-0,07788938#0,0556145#3,279181#0,1561407#-0,2278845#3,566068#-0,2816428#-0,2126432#3,275717#0,2161959#-0,5972717#3,482347#-0,3790632#-0,2732324#3,225845#0,1764132#-0,6767142#3,456743#1  
frame38 #0,02370941#0,9673478#3,585024#0,1086721#0,8252582#3,616091# 0,175265#0,8705142#3,019366#-0,2752534#1,187166#3,677227#0,2038719#0,8300843#3,06948#-0,2407003#1,082485#3,710963#0,3337361#0,6655714#3,219387#-0,1084847#0,852124#3,824158#0,2179413#0,7000689#3,462211#-0,06002011#0,6869009#3,714506#0,1568403#0,4865297#3,611842#0,1296144#0,4232271#3,574919#0,2011649#0,3549173#3,519447#0,07002725#0,3399655#3,619538#-0,07793847#0,01254586#3,34166#0,1553237#-0,2279622#3,567299#-0,3987088#-0,3094915#3,342839#0,2182717#-0,5893449#3,482871#-0,4623534#-0,3579192#3,296976#0,1458532#-0,6467027#3,492249#1  
